Gene ID (EcoCyc)	Gene locus ID	Gene name	RNA type	Category	Macklin et al. (2020)	Latest version (20220602)	Description	Belongs in metabolism	proposed category	reaction flux in sim?	enzyme present in sim?	general enzyme	Activity expected
EG12169	b2198	ccmD	mRNA	Metabolism	FALSE	TRUE	t1 cyt c gen	m					y
EG12055	b2197	ccmE	mRNA	Metabolism	FALSE	TRUE	t1 cyt c gen	m					y
EG12054	b2196	ccmF	mRNA	Metabolism	FALSE	TRUE	t1 cyt c gen	m					y
EG12053	b2195	ccmG	mRNA	Metabolism	FALSE	TRUE	t1 cyt c gen	m					y
EG12052	b2194	ccmH	mRNA	Metabolism	FALSE	TRUE	t1 cyt c gen	m					y
EG12244	b3518	ccp	mRNA	Unknown function	FALSE	TRUE							
EG12335	b0162	cdaR	mRNA	Uncategorized	FALSE	FALSE							
EG10137	b2143	cdd	mRNA	Metabolism	TRUE	TRUE							
G6971	b1785	cdgI	mRNA	Unknown function	FALSE	FALSE							
EG10138	b3918	cdh	mRNA	Metabolism	TRUE	TRUE							
EG10139	b0175	cdsA	mRNA	Metabolism	TRUE	TRUE							
EG12406	b0796	cecR	mRNA	Uncategorized	FALSE	FALSE							
G6936	b1731	cedA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11531	b1661	cfa	mRNA	Metabolism	FALSE	TRUE	unsat fatty acid methyl	m					y
EG11753	b1216	chaA	mRNA	Metabolism	TRUE	TRUE							
EG12402	b1217	chaB	mRNA	Uncategorized	FALSE	FALSE							
EG12403	b1218	chaC	mRNA	Uncategorized	FALSE	TRUE							
EG10142	b1736	chbA	mRNA	Metabolism	FALSE	TRUE	cellobiose transport	y					c
EG10140	b1738	chbB	mRNA	Metabolism	FALSE	TRUE	cellobiose transport	y					c
EG10141	b1737	chbC	mRNA	Metabolism	FALSE	TRUE	cellobiose transport	y					c
EG10144	b1734	chbF	mRNA	Metabolism	FALSE	TRUE	cellobiose metabolism	y					c
EG12198	b1733	chbG	mRNA	Uncategorized	FALSE	TRUE							
EG10143	b1735	chbR	mRNA	Transcription regulation	FALSE	FALSE							
EG10146	b1888	cheA	mRNA	Phosphorylation regulation	FALSE	FALSE							
EG10147	b1883	cheB	mRNA	Covalent modification regulation	FALSE	FALSE							
EG10148	b1884	cheR	mRNA	Covalent modification regulation	TRUE	TRUE							
EG10149	b1887	cheW	mRNA	Physical interaction regulation	FALSE	FALSE							
EG10150	b1882	cheY	mRNA	Physical interaction regulation	FALSE	FALSE							
EG10151	b1881	cheZ	mRNA	Phosphorylation regulation	FALSE	TRUE							
EG11237	b3338	chiA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6370	b0681	chiP	mRNA	Cell structure membrane	FALSE	TRUE							
G6371	b0682	chiQ	mRNA	Unknown function	FALSE	FALSE							
G0-9382	b4585	chiX	miscRNA	Uncategorized	FALSE	FALSE							
G0-17083	b4808	chiZ	miscRNA	Uncategorized	FALSE	FALSE							
G6937	b1741	cho	mRNA	DNA Repair	FALSE	FALSE							
EG12096	b4225	chpB	mRNA	Toxin/antitoxin	FALSE	FALSE							
EG11250	b4224	chpS	mRNA	Toxin/antitoxin	FALSE	FALSE							
EG10155	b2155	cirA	mRNA	Metabolism	FALSE	FALSE							
G6344	b0618	citC	mRNA	Covalent modification regulation	TRUE	TRUE							
G6343	b0617	citD	mRNA	Metabolism	FALSE	FALSE							
G6342	b0616	citE	mRNA	Metabolism	FALSE	FALSE							
G6341	b0615	citF	mRNA	Metabolism	FALSE	FALSE							
G6339	b0613	citG	mRNA	Metabolism	FALSE	TRUE	citrate lyase prosthetic group syn	m					y
G6338	b0612	citT	mRNA	Metabolism	FALSE	TRUE	citrate transport, anaerobic	y					c
G6340	b0614	citX	mRNA	Metabolism	FALSE	TRUE	citrate lyase prosthetic group syn	m					y
EG12331	b0155	clcA	mRNA	Uncategorized	TRUE	TRUE							
G6850	b1592	clcB	mRNA	Metabolism	FALSE	TRUE	chloride transport, acid resistance	y					n
EG10156	b0882	clpA	mRNA	Protein maturation chaperone	FALSE	TRUE							
EG10157	b2592	clpB	mRNA	Protein maturation chaperone	FALSE	FALSE							
EG10158	b0437	clpP	mRNA	Protein Decay	FALSE	TRUE							
G6463	b0881	clpS	mRNA	Protein Decay	FALSE	FALSE							
EG10159	b0438	clpX	mRNA	Protein maturation chaperone	FALSE	TRUE							
EG11608	b1249	clsA	mRNA	Metabolism	TRUE	TRUE							
G6406	b0789	clsB	mRNA	Metabolism	TRUE	TRUE							
G6551	b1046	clsC	mRNA	Unknown function	TRUE	TRUE							
EG11265	b0910	cmk	mRNA	Metabolism	TRUE	TRUE							
G7020	b1870	cmoA	mRNA	tRNA modification	FALSE	TRUE							
G7021	b1871	cmoB	mRNA	tRNA modification	FALSE	TRUE							
EG12167	b0921	cmoM	mRNA	Uncategorized	FALSE	TRUE							
EG11792	b2933	cmtA	mRNA	Unknown function	FALSE	TRUE							
EG11791	b2934	cmtB	mRNA	Unknown function	FALSE	TRUE							
G6268	b0492	cnoX	mRNA	Protein maturation chaperone	FALSE	FALSE							
G6869	b1625	cnu	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10922	b3974	coaA	mRNA	Metabolism	TRUE	TRUE							
EG11190	b3634	coaD	mRNA	Metabolism	TRUE	TRUE							
EG12312	b0103	coaE	mRNA	Uncategorized	TRUE	TRUE							
G6577	b1120	cobB	mRNA	Covalent modification regulation	FALSE	FALSE							
G6349	b0638	cobC	mRNA	Metabolism	FALSE	TRUE	vit b12 biosynthesis, putative	y					y
EG12150	b1992	cobS	mRNA	Uncategorized	FALSE	TRUE							
EG12151	b1991	cobT	mRNA	Uncategorized	FALSE	TRUE							
EG13238	b1993	cobU	mRNA	Uncategorized	FALSE	TRUE							
EG11326	b0337	codA	mRNA	Metabolism	TRUE	TRUE							
EG11327	b0336	codB	mRNA	Metabolism	FALSE	TRUE	cytosine transport	y					c
G6246	b0446	cof	mRNA	Metabolism	TRUE	TRUE							
G6569	b1111	comR	mRNA	Transcription regulation	FALSE	FALSE							
G6260	b0484	copA	mRNA	Metabolism	TRUE	TRUE							
EG11463	b3816	corA	mRNA	Metabolism	TRUE	TRUE							
G7579	b3032	cpdA	mRNA	Metabolism	TRUE	TRUE							
EG10160	b4213	cpdB	mRNA	Metabolism	FALSE	TRUE	cyclic phosphadiesterase, broad	m					y
EG12854	b0742	cpoB	mRNA	Uncategorized	FALSE	FALSE							
EG10161	b2049	cpsB	mRNA	Metabolism	TRUE	TRUE							
EG10162	b2048	cpsG	mRNA	Metabolism	TRUE	TRUE							
EG10163	b3911	cpxA	mRNA	Phosphorylation regulation	FALSE	TRUE							
G7816	b3913	cpxP	mRNA	Unclear/under-characterized	FALSE	FALSE							
G0-16649	b4716	cpxQ	miscRNA	Uncategorized	FALSE	FALSE							
EG10020	b3912	cpxR	mRNA	Transcription regulation	FALSE	FALSE							
EG10338	b0080	cra	mRNA	Transcription regulation	FALSE	FALSE							
EG12209	b0624	crcB	mRNA	Uncategorized	FALSE	TRUE							
EG11217	b4397	creA	mRNA	Unknown function	FALSE	FALSE							
EG11218	b4398	creB	mRNA	Transcription regulation	FALSE	FALSE							
EG10730	b4399	creC	mRNA	Phosphorylation regulation	FALSE	FALSE							
EG10145	b4400	creD	mRNA	Unknown function	FALSE	FALSE							
EG11092	b0240	crl	pseudo	Transcription regulation	FALSE	FALSE							
EG10164	b3357	crp	mRNA	Transcription regulation	FALSE	TRUE							
EG10165	b2417	crr	mRNA	Metabolism	TRUE	TRUE							
G7454	b2810	csdA	mRNA	Metabolism	TRUE	TRUE							
G7455	b2811	csdE	mRNA	Sulfur metabolism	FALSE	FALSE							
EG11489	b1042	csgA	mRNA	External structure	FALSE	FALSE							
G6547	b1041	csgB	mRNA	External structure	FALSE	FALSE							
G6548	b1043	csgC	mRNA	External structure	FALSE	FALSE							
G6546	b1040	csgD	mRNA	Transcription regulation	FALSE	FALSE							
G6545	b1039	csgE	mRNA	External structure	FALSE	FALSE							
G6544	b1038	csgF	mRNA	External structure	FALSE	FALSE							
G6543	b1037	csgG	mRNA	External structure	FALSE	FALSE							
G7329	b2535	csiE	mRNA	Unknown function	FALSE	FALSE							
EG10166	b3556	cspA	mRNA	Stress response	FALSE	FALSE							
EG12203	b1557	cspB	mRNA	Uncategorized	FALSE	FALSE							
EG12204	b1823	cspC	mRNA	Uncategorized	FALSE	FALSE							
EG11111	b0880	cspD	mRNA	Toxin/antitoxin	FALSE	FALSE							
EG12179	b0623	cspE	mRNA	Uncategorized	FALSE	FALSE							
EG12205	b1558	cspF	mRNA	Uncategorized	FALSE	FALSE							
G6511	b0990	cspG	mRNA	Stress response	FALSE	FALSE							
G6510	b0989	cspH	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6825	b1552	cspI	mRNA	Stress response	FALSE	FALSE							
EG11849	b3884	csqR	mRNA	Unknown function	FALSE	FALSE							
EG11447	b2696	csrA	mRNA	Post-Transcription regulation	FALSE	FALSE							
G0-8785	b4408	csrB	miscRNA	Uncategorized	FALSE	FALSE							
G0-8874	b4457	csrC	miscRNA	Uncategorized	FALSE	FALSE							
EG10018	b3252	csrD	mRNA	RNA decay	FALSE	FALSE							
EG10167	b0598	cstA	mRNA	Unclear/under-characterized	FALSE	TRUE							
EG12318	b0123	cueO	mRNA	Uncategorized	TRUE	TRUE							
G6263	b0487	cueR	mRNA	Transcription regulation	FALSE	FALSE							
G6760	b1449	curA	mRNA	Metabolism	FALSE	TRUE	curcumin met, unknown further path	y					c
EG12367	b0575	cusA	mRNA	Uncategorized	FALSE	TRUE							
G6322	b0574	cusB	mRNA	Metabolism	FALSE	TRUE	copper/silver efflux	y					f
G6320	b0572	cusC	mRNA	Metabolism	FALSE	TRUE	copper/silver efflux	y					f
G6321	b0573	cusF	mRNA	Metabolism	FALSE	TRUE	copper/silver efflux	y					f
G6319	b0571	cusR	mRNA	Transcription regulation	FALSE	FALSE							
G6318	b0570	cusS	mRNA	Stress response	FALSE	TRUE							
EG12177	b4137	cutA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7024	b1874	cutC	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10169	b2313	cvpA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6620	b1191	cvrA	mRNA	Metabolism	FALSE	FALSE							
EG10170	b3806	cyaA	mRNA	Metabolism	TRUE	TRUE							
G0-8878	b4438	cyaR	miscRNA	Uncategorized	FALSE	FALSE							
EG11653	b3807	cyaY	mRNA	Metabolism	FALSE	FALSE							
EG10172	b1418	cybB	mRNA	Metabolism	FALSE	TRUE	aux respiratory chain 	m					y
EG50008	b4236	cybC	pseudo	Uncategorized	FALSE	FALSE							
EG12504	b4208	cycA	mRNA	Metabolism	TRUE	TRUE							
EG10173	b0733	cydA	mRNA	Metabolism	TRUE	TRUE							
EG10174	b0734	cydB	mRNA	Metabolism	TRUE	TRUE							
EG10012	b0886	cydC	mRNA	Metabolism	TRUE	TRUE							
EG11405	b0887	cydD	mRNA	Metabolism	TRUE	TRUE							
G0-10594	b4602	cydH	mRNA	Unknown function	FALSE	TRUE							
G0-10441	b4515	cydX	mRNA	Unknown function	TRUE	TRUE							
EG11421	b0338	cynR	mRNA	Transcription regulation	FALSE	FALSE							
EG10175	b0340	cynS	mRNA	Metabolism	FALSE	TRUE	cyanate/cyanide utilization	y					c
EG10176	b0339	cynT	mRNA	Metabolism	TRUE	TRUE							
EG10177	b0341	cynX	mRNA	Metabolism	FALSE	TRUE	cyanate transport	y					c
EG10178	b0432	cyoA	mRNA	Metabolism	TRUE	TRUE							
EG10179	b0431	cyoB	mRNA	Metabolism	TRUE	TRUE							
EG10180	b0430	cyoC	mRNA	Metabolism	TRUE	TRUE							
EG10181	b0429	cyoD	mRNA	Metabolism	TRUE	TRUE							
EG10182	b0428	cyoE	mRNA	Metabolism	TRUE	TRUE							
EG10183	b2422	cysA	mRNA	Metabolism	TRUE	TRUE							
EG10184	b1275	cysB	mRNA	Transcription regulation	FALSE	FALSE							
EG10185	b2750	cysC	mRNA	Metabolism	TRUE	TRUE							
EG10186	b2752	cysD	mRNA	Metabolism	TRUE	TRUE							
EG10187	b3607	cysE	mRNA	Metabolism	TRUE	TRUE							
EG10188	b3368	cysG	mRNA	Metabolism	TRUE	TRUE							
EG10189	b2762	cysH	mRNA	Metabolism	TRUE	TRUE							
EG10190	b2763	cysI	mRNA	Metabolism	TRUE	TRUE							
EG10191	b2764	cysJ	mRNA	Metabolism	TRUE	TRUE							
EG10192	b2414	cysK	mRNA	Metabolism	TRUE	TRUE							
EG10193	b2421	cysM	mRNA	Metabolism	TRUE	TRUE							
EG10194	b2751	cysN	mRNA	Metabolism	TRUE	TRUE							
EG10195	b2425	cysP	mRNA	Metabolism	TRUE	TRUE							
EG10043	b4214	cysQ	mRNA	Metabolism	TRUE	TRUE							
EG10196	b0526	cysS	mRNA	tRNA synthetase	TRUE	TRUE							
G7991	b1910	cysT	tRNA	tRNA	FALSE	TRUE							
EG10197	b2424	cysU	mRNA	Metabolism	TRUE	TRUE							
EG10198	b2423	cysW	mRNA	Metabolism	TRUE	TRUE							
EG10003	b2413	cysZ	mRNA	Unknown function	FALSE	TRUE							
EG10200	b3934	cytR	mRNA	Transcription regulation	TRUE	TRUE							
G7622	b3109	cyuA	mRNA	Uncategorized	FALSE	TRUE							
EG12754	b3110	cyuP	mRNA	Unknown function	FALSE	FALSE							
EG10201	b0632	dacA	mRNA	Metabolism	FALSE	TRUE	antibiotic resistance	m					n
EG10202	b3182	dacB	mRNA	Metabolism	FALSE	TRUE	antibiotic resistance	m					n
EG10203	b0839	dacC	mRNA	Metabolism	FALSE	TRUE	antibiotic resistance	m					n
EG11893	b2010	dacD	mRNA	Metabolism	FALSE	TRUE	antibiotic resistance	m					n
EG11407	b1189	dadA	mRNA	Metabolism	TRUE	TRUE							
EG11408	b1190	dadX	mRNA	Metabolism	TRUE	TRUE							
EG10204	b3387	dam	mRNA	DNA Methylation	FALSE	TRUE							
EG11183	b3388	damX	mRNA	Cytokinesis	FALSE	FALSE							
EG10205	b2478	dapA	mRNA	Metabolism	TRUE	TRUE							
EG10206	b0031	dapB	mRNA	Metabolism	TRUE	TRUE							
EG10207	b0166	dapD	mRNA	Metabolism	TRUE	TRUE							
EG10208	b2472	dapE	mRNA	Metabolism	TRUE	TRUE							
EG10209	b3809	dapF	mRNA	Metabolism	TRUE	TRUE							
EG12392	b1206	dauA	mRNA	Uncategorized	TRUE	TRUE							
EG10210	b1343	dbpA	mRNA	rRNA maturation	FALSE	FALSE							
EG11418	b2065	dcd	mRNA	Metabolism	TRUE	TRUE							
EG10211	b1961	dcm	mRNA	DNA Methylation	FALSE	TRUE							
EG10212	b1538	dcp	mRNA	Protein Decay	FALSE	TRUE							
G7767	b3472	dcrB	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG20044	b3528	dctA	mRNA	Metabolism	TRUE	TRUE							
EG11889	b3507	dctR	mRNA	Transcription regulation	FALSE	FALSE							
EG11225	b4138	dcuA	mRNA	Metabolism	TRUE	TRUE							
EG10006	b4123	dcuB	mRNA	Metabolism	TRUE	TRUE							
G6347	b0621	dcuC	mRNA	Metabolism	FALSE	TRUE	succinate/fumarate transport	y					c
G7679	b3227	dcuD	mRNA	Unknown function	FALSE	FALSE							
G7826	b4124	dcuR	mRNA	Transcription regulation	TRUE	TRUE							
G7827	b4125	dcuS	mRNA	Phosphorylation regulation	FALSE	FALSE							
G7038	b1919	dcyD	mRNA	Metabolism	TRUE	TRUE							
EG10213	b0381	ddlA	mRNA	Metabolism	TRUE	TRUE							
EG10214	b0092	ddlB	mRNA	Metabolism	TRUE	TRUE							
G6781	b1487	ddpA	mRNA	Metabolism	FALSE	FALSE	dipeptide transporter protein						
G6780	b1486	ddpB	mRNA	Metabolism	FALSE	FALSE	dipeptide transporter protein						
G6779	b1485	ddpC	mRNA	Metabolism	FALSE	FALSE	dipeptide transporter protein						
G6778	b1484	ddpD	mRNA	Metabolism	FALSE	FALSE	dipeptide transporter protein						
G6777	b1483	ddpF	mRNA	Metabolism	FALSE	FALSE	dipeptide transporter protein						
G6782	b1488	ddpX	mRNA	Metabolism	TRUE	TRUE							
EG10215	b3162	deaD	mRNA	Ribosome assembly	FALSE	FALSE							
G6247	b0447	decR	mRNA	Transcription regulation	FALSE	FALSE							
EG10216	b2317	dedA	mRNA	Unknown function	FALSE	FALSE							
EG10218	b2314	dedD	mRNA	Cytokinesis	FALSE	FALSE							
EG11440	b3287	def	mRNA	Protein maturation side-chain modification	TRUE	TRUE							
EG10463	b0161	degP	mRNA	Stress response chaperone	FALSE	TRUE							
G7682	b3234	degQ	mRNA	Protein Decay	FALSE	TRUE							
EG11652	b3235	degS	mRNA	Protein Decay	FALSE	TRUE							
EG10219	b4382	deoA	mRNA	Metabolism	TRUE	TRUE							
EG10220	b4383	deoB	mRNA	Metabolism	TRUE	TRUE							
EG10221	b4381	deoC	mRNA	Metabolism	TRUE	TRUE							
EG10222	b4384	deoD	mRNA	Metabolism	TRUE	TRUE							
EG10223	b0840	deoR	mRNA	Transcription regulation	FALSE	FALSE							
G7319	b2511	der	mRNA	Translation	FALSE	TRUE							
EG10004	b3639	dfp	mRNA	Metabolism	TRUE	TRUE							
EG11257	b0385	dgcC	mRNA	Unclear/under-characterized	FALSE	TRUE							
EG12396	b2067	dgcE	mRNA	Uncategorized	FALSE	TRUE							
G6808	b1522	dgcF	mRNA	Unknown function	FALSE	FALSE							
G6434	b0834	dgcI	mRNA	Unknown function	FALSE	FALSE							
G6972	b1786	dgcJ	mRNA	Unknown function	FALSE	TRUE							
G6673	b1341	dgcM	mRNA	Transcription regulation	FALSE	TRUE							
EG12880	b2604	dgcN	mRNA	Unclear/under-characterized	FALSE	TRUE							
G6980	b1794	dgcP	mRNA	Metabolism	FALSE	TRUE	prod of reg for biofilm formation, lifestyle	m					y
G7049	b1956	dgcQ	mRNA	Unknown function	FALSE	TRUE							
G6532	b1025	dgcT	mRNA	Unknown function	FALSE	TRUE							
EG11643	b1535	dgcZ	mRNA	Unclear/under-characterized	FALSE	TRUE							
G26		dgd	mRNA	Uncategorized	FALSE	FALSE							
EG10224	b4042	dgkA	mRNA	Metabolism	TRUE	TRUE							
EG20049	b3692	dgoA	mRNA	Metabolism	TRUE	TRUE							
GB4478	b3692	dgoD	mRNA	Metabolism	FALSE	TRUE	galactonate metabolism (carbon source)	y					c
EG20051	b3693	dgoK	mRNA	Metabolism	FALSE	TRUE	galactonate metabolism (carbon source)	y					c
G7789	b3695	dgoR	mRNA	Uncategorized	FALSE	FALSE							
EG20053	b3691	dgoT	mRNA	Metabolism	FALSE	TRUE	galactonate metabolism (carbon source)	y					c
EG10225	b0160	dgt	mRNA	Metabolism	TRUE	TRUE							
G6627	b1200	dhaK	mRNA	Metabolism	TRUE	TRUE							
G6626	b1199	dhaL	mRNA	Metabolism	TRUE	TRUE							
EG12399	b1198	dhaM	mRNA	Uncategorized	TRUE	TRUE							
G6628	b1201	dhaR	mRNA	Transcription regulation	FALSE	FALSE							
EG12780	b3149	diaA	mRNA	Replication Initiation	FALSE	FALSE							
EG10226	b1570	dicA	mRNA	Transcription regulation	FALSE	FALSE							
EG10227	b1575	dicB	mRNA	Cytokinesis	FALSE	FALSE							
EG10228	b1569	dicC	mRNA	Transcription regulation	FALSE	FALSE							
EG31115	b1574	dicF	miscRNA	Uncategorized	FALSE	FALSE							
G6785	b1491	digH	mRNA	Unknown function	FALSE	FALSE							
G6115	b0231	dinB	mRNA	DNA Repair	FALSE	FALSE							
EG11193	b3645	dinD	mRNA	Unknown function	FALSE	FALSE							
EG11491	b4044	dinF	mRNA	Unknown function	FALSE	FALSE							
EG11357	b0799	dinG	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6558	b1061	dinI	mRNA	Physical interaction regulation	FALSE	FALSE							
G6110	b0226	dinJ	mRNA	Toxin/antitoxin	FALSE	FALSE							
G0-9981	b4613	dinQ	mRNA	Unknown function	FALSE	FALSE							
EG11570	b0055	djlA	mRNA	Protein maturation chaperone	FALSE	FALSE							
G6353	b0646	djlB	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6356	b0649	djlC	mRNA	Protein maturation chaperone	FALSE	FALSE							
G7565	b3012	dkgA	mRNA	Metabolism	TRUE	TRUE							
EG11648	b0207	dkgB	mRNA	Metabolism	TRUE	TRUE							
EG10230	b0145	dksA	mRNA	Transcription	FALSE	FALSE							
EG10231	b2133	dld	mRNA	Metabolism	TRUE	TRUE							
G6986	b1800	dmlA	mRNA	Metabolism	TRUE	TRUE							
G6985	b1799	dmlR	mRNA	Transcription regulation	FALSE	FALSE							
EG10232	b0894	dmsA	mRNA	Metabolism	TRUE	TRUE							
EG10233	b0895	dmsB	mRNA	Metabolism	TRUE	TRUE							
EG10234	b0896	dmsC	mRNA	Metabolism	TRUE	TRUE							
G6849	b1591	dmsD	mRNA	Metabolism	FALSE	FALSE							
EG10235	b3702	dnaA	mRNA	Replication Initiation	TRUE	TRUE							
EG10236	b4052	dnaB	mRNA	Replication	FALSE	FALSE							
EG10237	b4361	dnaC	mRNA	Replication Initiation	FALSE	FALSE							
EG10238	b0184	dnaE	mRNA	Replication	FALSE	FALSE							
EG10239	b3066	dnaG	mRNA	Replication	FALSE	FALSE							
EG10240	b0015	dnaJ	mRNA	Protein maturation chaperone	FALSE	FALSE							
EG10241	b0014	dnaK	mRNA	Protein maturation chaperone	FALSE	TRUE							
EG10242	b3701	dnaN	mRNA	Replication	FALSE	FALSE							
EG10243	b0215	dnaQ	mRNA	Replication	FALSE	FALSE							
EG10244	b4362	dnaT	mRNA	Replication	FALSE	FALSE							
EG10245	b0470	dnaX	mRNA	Replication	FALSE	FALSE							
G7644	b3150	dolP	mRNA	Unknown function	FALSE	FALSE							
G6784	b1490	dosC	mRNA	Metabolism	FALSE	TRUE	cdGMP, stress response (oxygen)	y					n
G6783	b1489	dosP	mRNA	Metabolism	FALSE	TRUE	cdGMP, stress response (oxygen)	y					n
G6108	b0224	dpaA	mRNA	Unclear/under-characterized	FALSE	TRUE							
G6346	b0620	dpiA	mRNA	Transcription regulation	FALSE	FALSE							
G6345	b0619	dpiB	mRNA	Phosphorylation regulation	FALSE	FALSE							
EG10248	b3544	dppA	mRNA	Metabolism	TRUE	TRUE							
EG12625	b3543	dppB	mRNA	Metabolism	TRUE	TRUE							
EG12626	b3542	dppC	mRNA	Metabolism	TRUE	TRUE							
EG12627	b3541	dppD	mRNA	Metabolism	TRUE	TRUE							
EG12628	b3540	dppF	mRNA	Metabolism	TRUE	TRUE							
EG11415	b0812	dps	mRNA	Stress response	FALSE	FALSE							
G7051	b1963	drpB	mRNA	Unknown function	FALSE	FALSE							
EG11297	b3860	dsbA	mRNA	Metabolism	FALSE	TRUE	disulfide bond formation, generic disulfide reduction	n	Generic / Protein maturation			x	y
EG11393	b1185	dsbB	mRNA	Metabolism	FALSE	TRUE	disulfide bond formation, generic disulfide reduction	n	Generic / Protein maturation			x	y
EG11070	b2893	dsbC	mRNA	Metabolism	FALSE	FALSE							
EG12178	b4136	dsbD	mRNA	Metabolism	FALSE	TRUE	disulfide bond formation, generic disulfide reduction	n	Generic / Protein maturation			x	y
G6333	b0604	dsbG	mRNA	Metabolism	FALSE	TRUE	disulfide bond formation, generic disulfide reduction	n	Generic / Protein maturation			x	y
EG10249	b2366	dsdA	mRNA	Metabolism	TRUE	TRUE							
EG13161	b2364	dsdC	mRNA	Uncategorized	FALSE	FALSE							
EG10250	b2365	dsdX	mRNA	Metabolism	FALSE	TRUE	disulfide bond formation, generic disulfide reduction	n	Generic / Protein maturation			x	y
G7047	b1954	dsrA	miscRNA	Uncategorized	FALSE	FALSE							
G7045	b1952	dsrB	mRNA	Unknown function	FALSE	FALSE							
EG11852	b3887	dtd	mRNA	tRNA modification	FALSE	TRUE							
G6877	b1634	dtpA	mRNA	Metabolism	TRUE	TRUE							
EG12232	b3496	dtpB	mRNA	Metabolism	TRUE	TRUE							
EG12469	b4130	dtpC	mRNA	Metabolism	TRUE	TRUE							
G6378	b0709	dtpD	mRNA	Metabolism	TRUE	TRUE							
EG11932	b4049	dusA	mRNA	tRNA modification	FALSE	TRUE							
EG11311	b3260	dusB	mRNA	tRNA modification	FALSE	TRUE							
EG12022	b2140	dusC	mRNA	tRNA modification	FALSE	TRUE							
EG10251	b3640	dut	mRNA	Metabolism	TRUE	TRUE							
EG12715	b0173	dxr	mRNA	Uncategorized	TRUE	TRUE							
G6237	b0420	dxs	mRNA	Metabolism	TRUE	TRUE							
EG12161	b0297	eaeH	pseudo	Uncategorized	FALSE	FALSE							
EG11639	b1533	eamA	mRNA	Metabolism	TRUE	TRUE							
EG12445	b2578	eamB	mRNA	Metabolism	TRUE	TRUE							
EG10252	b3076	ebgA	mRNA	Metabolism	FALSE	FALSE							
EG10253	b3077	ebgC	mRNA	Metabolism	FALSE	FALSE							
EG10254	b3075	ebgR	mRNA	Transcription regulation	FALSE	FALSE							
G0-41	b4410	ecnA	mRNA	Toxin/antitoxin	FALSE	FALSE							
G0-9562	b4411	ecnB	mRNA	Toxin/antitoxin	FALSE	FALSE							
EG10255	b2209	eco	mRNA	Physical interaction regulation	FALSE	FALSE							
G6164	b0293	ecpA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6163	b0292	ecpB	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6162	b0291	ecpC	mRNA	Unknown function	FALSE	FALSE							
G6161	b0290	ecpD	mRNA	Unknown function	FALSE	FALSE							
G6160	b0289	ecpE	mRNA	Unknown function	FALSE	FALSE							
EG10256	b1850	eda	mRNA	Metabolism	TRUE	TRUE							
EG10257	b1851	edd	mRNA	Metabolism	TRUE	TRUE							
EG11735	b1019	efeB	mRNA	Metabolism	TRUE	TRUE							
G6527	b1018	efeO	mRNA	Metabolism	FALSE	FALSE							
G6525	b1016	efeU	pseudo	Uncategorized	FALSE	FALSE							
EG12099	b4147	efp	mRNA	Translation	FALSE	FALSE							
G7174	b2267	elaA	mRNA	Unknown function	FALSE	FALSE							
G7173	b2266	elaB	mRNA	Unknown function	FALSE	FALSE							
G7176	b2269	elaD	mRNA	Protein Decay	FALSE	TRUE							
EG11383	b3209	elbB	mRNA	Unknown function	FALSE	TRUE							
G6480	b0938	elfA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6482	b0940	elfC	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6481	b0939	elfD	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6483	b0941	elfG	mRNA	Unknown function	FALSE	FALSE							
EG12166	b0920	elyC	mRNA	Uncategorized	FALSE	FALSE							
EG11354	b2685	emrA	mRNA	Antibiotic resistance	FALSE	TRUE							
EG11439	b2686	emrB	mRNA	Antibiotic resistance	FALSE	TRUE							
EG11693	b3673	emrD	mRNA	Antibiotic resistance	FALSE	TRUE							
EG10629	b0543	emrE	mRNA	Antibiotic resistance	TRUE	TRUE							
G7233	b2368	emrK	mRNA	Unclear/under-characterized	FALSE	TRUE							
