Promoter Name	Absolute-Plus-1-Position	Component-Of	Regulated-By
PM0-45093	1880767	COLI-K12-38	
PM0-45068	1841611	COLI-K12-37	
PM00464	3882733	COLI-K12-79 // TU0-1193	
PM0-44939	1517610	COLI-K12-31	
PM0-8	4591412	COLI-K12-93 // TU0-7	REG0-6574
PM0-9732	3529110	COLI-K12-72 // TU0-14479	
PM0-46339	1875657	COLI-K12-38 // TU0-13404	REG0-12221 // REG0-12220 // REG0-12219
PM0-4102	17317	COLI-K12-0 // TU0-3862	
PM0-45656	3287291	COLI-K12-67	
PM0-8342	1251003	COLI-K12-25 // TU0-7962	REG0-6070
PM0-36227	508191	COLI-K12-10 // TU0-8524	
PM0-10054	1755663	COLI-K12-35 // TU0-14630	
PM0-44634	850304	COLI-K12-17	
PM0-45565	3132525	COLI-K12-64	
PM0-45299	2365754	COLI-K12-48	
PM0-3822	3418972	COLI-K12-69 // TU0-3622	REG0-11536 // REG0-6319
PM0-44656	914901	COLI-K12-18	
PM0-46335	1506150	COLI-K12-30 // TU0-13264	REG0-12151 // REG0-12150
PM0-8731	920337	COLI-K12-18	
PM0-45164	2028504	COLI-K12-41	
PM0-45740	3499413	COLI-K12-71	
PM0-10148	3719097	COLI-K12-76 // TU0-8589	
PM0-9836		TU0-14206	
PM169	997563	COLI-K12-20 // TU0-6629	REG0-6009 // REG0-6008 // REG0-6007 // REG0-6006 // REG0-6005 // REG0-6004
PM0-44790	1210195	COLI-K12-24	
PM0-10119	3069871	COLI-K12-62 // TU0-13800	
PM0-36226	399454	COLI-K12-8 // TU0-8554	
PM0-46553	787632	COLI-K12-16 // TU0-45252	REG0-15129 // REG0-15128
PM0-44665	945839	COLI-K12-19	
PM961	931031	COLI-K12-19 // TU00254	REG0-6034 // REG0-6033 // REG0-6032 // REG0-6031
PM0-9864	4397046	COLI-K12-89 // TU0-14561	
PM00423	2804755	COLI-K12-57 // TU702	REG0-12197 // REG0-12196 // REG0-4869 // REG0-4868 // REG0-4867 // REG0-4866 // REG0-4865 // REG0-4864 // REG0-4863 // REG0-4862 // REG0-4861 // REG0-4860
PM0-9556	3486031	COLI-K12-71 // TU0-14398	REG0-12934 // REG0-5664 // REG0-5663 // REG0-5662 // REG0-5661
PM0-46549	2310427	COLI-K12-47 // TU0-45248	REG0-15125 // REG0-15124
PM0-46559	1103344	TU0-45257 // COLI-K12-22	REG0-15737 // REG0-15175 // REG0-15174 // REG0-15173 // REG0-15172 // REG0-15171 // REG0-15170 // REG0-15169 // REG0-15168 // REG0-15167 // REG0-15166 // REG0-15165 // REG0-15164 // REG0-15163 // REG0-15162 // REG0-15161 // REG0-15160 // REG0-15159 // REG0-15158 // REG0-15157 // REG0-15156 // REG0-15155 // REG0-15154 // REG0-15153 // REG0-15152 // REG0-15151 // REG0-15150 // REG0-15149 // REG0-15148 // REG0-15147 // REG0-15146 // REG0-15145 // REG0-15144 // REG0-15143 // REG0-15142 // REG0-15141 // REG0-15140 // REG0-15139 // REG0-15138
PM0-44366	156984	COLI-K12-3	
PM0-45907	3950175	COLI-K12-80	
PM0-10215	4638160	COLI-K12-94 // TU0-14683	REG0-9532
PM0-45580	3158421	COLI-K12-64	
PM0-9401	1623879	COLI-K12-33 // TU0-13308	REG0-12123 // REG0-4611
PM0-45466	2876544	COLI-K12-58	
PM0-9798		TU0-14518	
PM00659	4175381	COLI-K12-85 // TU00504	REG0-12943 // REG0-5640 // REG0-5639 // REG0-5638
PM0-4763	3578880	COLI-K12-73 // TU0-4523	
PM00558	765926	COLI-K12-15 // TU00408	REG0-5260 // REG0-5259
PM0-10160	3959841	COLI-K12-81 // TU0-14034	
PM0-5001	2924524	COLI-K12-59 // TU0-4761	REG0-12626 // REG0-12393
PM0-4942	366365	COLI-K12-7 // TU0-4702	REG0-9510 // REG0-6247
PM0-44437	318334	COLI-K12-6	
PM0-1983	1367945	COLI-K12-27 // TU0-1802	REG0-6397 // REG0-6396
PM0-45485	2947273	COLI-K12-60	
PM-8797	2013146	COLI-K12-41 // TU-8411	REG0-15816 // REG0-11049 // REG0-11048 // REG0-6540
PM0-8464	1950617	COLI-K12-39 // TU0-8084	
PM0-45559	3119266	COLI-K12-63	
PM0-46521	1330789	COLI-K12-27 // TU0-45223	
PM0-44670	949547	COLI-K12-19	
PM00557	10643	COLI-K12-0 // TU00406	
PM00061	1277932	COLI-K12-26 // TU00045	REG0-9387 // REG0-4538 // REG0-4537 // REG0-4536 // REG0-4535 // REG0-4534 // REG0-4533 // REG0-4532 // REG0-4531 // REG0-4530 // REG0-4529 // REG0-4528 // REG0-4527 // REG0-4526
PM0-45786	3605794	COLI-K12-73	
PM0-44866	1391872	COLI-K12-28	
PM0-45896	3897479	COLI-K12-79	
PM0-9816		TU0-14533	
PM00446	3490851	COLI-K12-71 // TU0-6554	
PM0-44978	1627422	COLI-K12-33	
PM00477	3955235	COLI-K12-80 // TU0-6651	
PM0-36128	188655	COLI-K12-3 // TU0-36398	REG0-11085 // REG0-11084 // REG0-11083
PM0-44838	1317306	COLI-K12-26	
PM0-2582	368519	COLI-K12-7 // TU0-2402	REG0-6372 // REG0-6371
PM0-45192	2089211	COLI-K12-42	
PM339	42325	COLI-K12-0 // TU142	REG0-10761 // REG0-10760 // REG0-5164 // REG0-5163 // REG0-5162 // REG0-5161 // REG0-5160
PM00621	3492449	COLI-K12-71 // TU00466	REG0-10543 // REG0-5343 // REG0-5342
PM0-9422	3343326	COLI-K12-68 // TU0-14292	
PM00458	3881841	COLI-K12-79 // TU0-3301	
PM0-45173	2042308	COLI-K12-41	
PM0-46441	2268826	COLI-K12-46 // TU0-44219	
PM0-1346	4207863	COLI-K12-86 // TU0-1186	REG0-16330 // REG0-11184 // REG0-11141 // REG0-11126 // REG0-6462 // REG0-6461 // REG0-6460 // REG0-6459 // REG0-6458 // REG0-6457
PM0-45441	2760507	COLI-K12-56	
PM0-9853		TU0-14555	
PM00563	2001819	COLI-K12-40 // TU00415	REG0-12843 // REG0-12842 // REG0-12153 // REG0-12009 // REG0-11501 // REG0-10505 // REG0-10464 // REG0-5263 // REG0-5262
PM0-9373	2964220	COLI-K12-60 // TU0-13745	REG0-4616
PM00141	771170	COLI-K12-15 // TU00100	REG0-11453 // REG0-5506 // REG0-5505 // REG0-5504 // REG0-5503 // REG0-5502 // REG0-5501 // REG0-5500 // REG0-5499
PM0-9770		TU0-14372	
PM0-45329	2434940	COLI-K12-49	
PM0-36156	1313698	COLI-K12-26 // TU0-13190	
PM0-44501	508284	COLI-K12-10	
PM0-46378	1673779	COLI-K12-34 // TU0-13343	REG0-12615 // REG0-12614 // REG0-12613
PM00008	4478344	COLI-K12-91 // TU00006	REG0-11153 // REG0-11120 // REG0-4780 // REG0-4779
PM00386	1946024	COLI-K12-39 // TU00353	REG0-6121 // REG0-6120
PM0-44516	557025	COLI-K12-11	
PM00335	367538	COLI-K12-7 // TU0-6508	
PM0-45082	1871937	COLI-K12-38	
PM0-46297	1447349	COLI-K12-29 // TU0-42547	REG0-12796
PM0-44738	1129914	COLI-K12-23	
PM0-44668	947127	COLI-K12-19	
PM0-10060	1866506	COLI-K12-38 // TU0-13400	REG0-11640
PM0-45344	2473422	COLI-K12-50	
PM0-3485	1800818	COLI-K12-36 // TU0-3305	REG0-11177
PM0-45137	1950760	COLI-K12-39	
PM0-8604	4012837	COLI-K12-82 // TU0-8224	REG0-11337 // REG0-6064 // REG0-6063 // REG0-6062
PM0-10157	3931103	COLI-K12-80 // TU0-14032	
PM0-1061	1116709	COLI-K12-22 // TU0-901	
PM0-46478	1298413	TU0-45181 // COLI-K12-26	REG0-14885 // REG0-14884 // REG0-14883 // REG0-14882 // REG0-14881 // REG0-14880 // REG0-14879 // REG0-14878 // REG0-14877
PM0-9814		TU0-14531	
PM00451	3639983	COLI-K12-74 // TU00431	REG0-12923 // REG0-9109 // REG0-5232 // REG0-5231
PM0-46101	4600337	COLI-K12-94	
PM00438	3311326	COLI-K12-67 // TU0-6654	
PM00081	1737689	COLI-K12-35 // TU00059	REG0-5644 // REG0-5643 // REG0-5642
PM0-45895	3896762	COLI-K12-79	
PM0-7682	2579308	COLI-K12-52 // TU0-7342	REG0-11748
PM0-10527	266158	COLI-K12-5 // TU0-14802	
PM00317	12123	COLI-K12-0 // TU00417	
PM0-44421	295671	COLI-K12-6	
PM0-45653	3267816	COLI-K12-66	
PM0-45282	2306846	COLI-K12-47	
PM0-44779	1203014	COLI-K12-24	
PM0-45071	1844902	COLI-K12-37	
PM0-44734	1124083	COLI-K12-23	
PM0-9955	1901772	COLI-K12-38 // TU0-8643	
PM0-46585	2710339	COLI-K12-55 // TU0-45282	REG0-15283 // REG0-15282 // REG0-15281 // REG0-15280 // REG0-15279 // REG0-15278
PM00498	4181063	COLI-K12-85 // TU0-7002	
PM0-8042	3581111	COLI-K12-73 // TU0-7662	REG0-6082
PM0-8843	1705207	COLI-K12-34 // TU0-8456	
PM0-44419	294031	COLI-K12-6	
PM0-44494	504852	COLI-K12-10	
PM0-45319	2388995	COLI-K12-48	
PM0-45935	4058230	COLI-K12-83	
PM00357	1020187	COLI-K12-20 // TU0-4742	
PM0-45186	2064601	COLI-K12-42	
PM0-44637	853135	COLI-K12-17	
PM0-44998	1667335	COLI-K12-34	
PM0-45302	2373566	COLI-K12-48	
PM0-46084	4563730	COLI-K12-93	
PM0-44730	1119511	COLI-K12-22	
PM0-44440	320088	COLI-K12-6	
PM0-45203	2107394	COLI-K12-43	
PM0-45640	3252783	COLI-K12-66	
PM0-44643	860088	COLI-K12-17	
PM0-44544	631991	COLI-K12-12	
PM0-45176	2042294	COLI-K12-41	
PM00474	3950218	COLI-K12-80 // TU0-42516 // TU524	REG0-4952 // REG0-4951
PM0-46511	2545733	COLI-K12-52 // TU0-45211	REG0-14969 // REG0-14968 // REG0-14967
PM0-10377	652039	COLI-K12-13 // TU0-14750	REG0-11379 // REG0-11378 // REG0-11371 // REG0-11373 // REG0-11372 // REG0-10427
PM0-46541	4287391	COLI-K12-87 // TU0-45241	REG0-15090 // REG0-15089 // REG0-15088 // REG0-15087 // REG0-15086 // REG0-15085 // REG0-15084 // REG0-15083
PM00575	1194961	COLI-K12-24 // TU00425	REG0-5369
PM0-8733	1121032	COLI-K12-22 // TU0-8352	
PM0-44716	1095196	COLI-K12-22	
PM0-44980	1633584	COLI-K12-33	
PM0-45199	2103093	COLI-K12-43	
PM0-45878	3836768	COLI-K12-78	
PM0-10241	3816645	COLI-K12-78 // TU0-14001	
PM0-45985	4230162	COLI-K12-86	
PM0-45723	3413621	COLI-K12-69	
PM0-7983	533907	COLI-K12-10 // TU0-7603	REG0-6080
PM0-45925	4018747	COLI-K12-82	
PM0-10094	2544671	COLI-K12-52 // TU0-14643	
PM0-44718	1095693	COLI-K12-22	
PM0-45511	2990368	COLI-K12-61	
PM505	3560891	COLI-K12-72 // TU403	
PM0-2281	890892	COLI-K12-18 // TU0-2101	REG0-10753 // REG0-10752 // REG0-10751 // REG0-10672 // REG0-10671 // REG0-6411
PM0-45701	3386210	COLI-K12-69	
PM0-9970	310076	COLI-K12-6 // TU0-14611	
PM0-45591	3169887	COLI-K12-64	
PM0-8756	197026	COLI-K12-4 // TU0-8373	
PM0-44499	508262	COLI-K12-10	
PM0-10000	904517	COLI-K12-18 // TU0-13073	
PM0-1181	191812	COLI-K12-3 // TU0-1021	
PM0-7602	817977	COLI-K12-16 // TU0-7262	
PM0-45349	2492144	COLI-K12-51	
PM00233	3050772	COLI-K12-62 // TU00170	REG0-11435 // REG0-11434 // REG0-11431 // REG0-8996 // REG0-8995 // REG0-5747 // REG0-5746 // REG0-5745 // REG0-5744 // REG0-5743 // REG0-5742
PM0-46217	2755586	COLI-K12-56 // TU0-42503	
PM0-45257	2249666	COLI-K12-46	
PM00656	3110365	COLI-K12-63 // TU00501	REG0-5834
PM642	1832399	COLI-K12-37 // TU542	
PM0-45705	3388258	COLI-K12-69	
PM0-10181	4363330	COLI-K12-89 // TU0-14671	
PM0-1701	1977302	COLI-K12-40 // TU00303	REG0-6414
PM0-10080	2185451	COLI-K12-44 // TU0-13512	
PM0-9812		TU0-14529	
PM0-45690	3366720	COLI-K12-68	
PM00448	3592378	COLI-K12-73 // TU0-5981	REG0-5227 // REG0-5226
PM0-46491	2456999	COLI-K12-50 // TU0-45192	
PM0-44348	51293	COLI-K12-1	
PM0-46215	1215506	COLI-K12-24 // TU0-42501	REG0-11630 // REG0-11629
PM0-44934	1515440	COLI-K12-31	
PM0-45909	3949984	COLI-K12-80	
PM00305	4354805	COLI-K12-89 // TU00221	REG0-5989
PM00349	754670	COLI-K12-15 // TU00416	
PM0-9767		TU0-13293	
PM0-7506	3808516	COLI-K12-77 // TU00293 // TU0-7163	
PM0-46016	4356517	COLI-K12-89	
PM0-44719	1095633	COLI-K12-22	
PM0-45150	1979586	COLI-K12-40	
PM0-9094	3216753	COLI-K12-65 // TU0-8658	REG0-10881 // REG0-6600
PM0-9339	1800427	COLI-K12-36 // TU0-14255	REG0-11178
PM0-45365	2526933	COLI-K12-51	
PM0-46475	1937544	TU0-45175 // COLI-K12-39	
PM0-9815		TU0-14532	
PM0-10097	2639433	COLI-K12-54 // TU0-14646	
PM00499	4274080	COLI-K12-87 // TU0-6563	REG0-6142 // REG0-6141 // REG0-6140 // REG0-6139
PM00620	3492430	COLI-K12-71 // TU00465	REG0-10542 // REG0-8988 // REG0-5341 // REG0-5340 // REG0-5339
PM00338	432245	COLI-K12-8 // TU00449	REG0-6051
PM00647	780514	COLI-K12-15 // TU00492	REG0-5836
PM0-8186	174921	COLI-K12-3 // TU0-7806	REG0-9240 // REG0-6067
PM0-45886	3843819	COLI-K12-78	
PM00607	102742	COLI-K12-2 // TU0-3941	REG0-6303
PM0-10168	4042049	COLI-K12-82 // TU0-14057	
PM0-45229	2188472	COLI-K12-44	
PM0-9618	4579835	COLI-K12-93 // TU0-14420	
PM0-45877	3828821	COLI-K12-78	
PM0-10411	3308086	COLI-K12-67 // TU0-14763	
PM0-45445	2767540	COLI-K12-56	
PM0-4201	622258	COLI-K12-12 // TU0-6042	REG0-9293 // REG0-9292 // REG0-9291 // REG0-9290 // REG0-9289 // REG0-9288 // REG0-9010 // REG0-6304
PM0-1	3497754	COLI-K12-71 // TU0-0	
PM0-46320	2269811	COLI-K12-46 // TU0-42566	
PM0-10242	3817699	COLI-K12-78 // TU0-14002	REG0-9604
PM0-45048	1787351	COLI-K12-36	
PM0-9363	1144762	COLI-K12-23 // TU0-14272	
PM0-45541	3089749	COLI-K12-63	
PM0-46530	1572072	COLI-K12-32 // TU0-45231	REG0-15065 // REG0-15064 // REG0-15063 // REG0-15062 // REG0-15061 // REG0-15060 // REG0-15059 // REG0-15058 // REG0-15057 // REG0-15056 // REG0-15055 // REG0-15054 // REG0-15053 // REG0-15052 // REG0-15051 // REG0-15050 // REG0-15049 // REG0-15048 // REG0-15047 // REG0-15046 // REG0-15045 // REG0-15044 // REG0-15043 // REG0-15042 // REG0-15041
PM00279	1298413	COLI-K12-26 // TU00198	REG0-9547 // REG0-9546 // REG0-9545 // REG0-4895 // REG0-4894 // REG0-4893 // REG0-4892 // REG0-4891 // REG0-4890
PM0-46563	4233722	COLI-K12-86 // TU0-45260	REG0-15183
PM0-45990	4260159	COLI-K12-87	
PM0-8913	554577	COLI-K12-11 // TU0-8477	
PM00235	848047	COLI-K12-17 // TU00172	REG0-5754 // REG0-5753 // REG0-5752 // REG0-5751 // REG0-5750 // REG0-5749
PM0-10365	3522928	COLI-K12-72 // TU0-13927	REG0-10384 // REG0-10383
PM0-44881	1420242	COLI-K12-29	
PM0-44569	676706	COLI-K12-13	
PM0-46480	1986238	TU0-45183 // COLI-K12-40	REG0-14905 // REG0-14904 // REG0-14903 // REG0-14902 // REG0-14901
PM0-44855	1350236	COLI-K12-27	
PM00592	2405162	COLI-K12-49 // TU00310	REG0-5636 // REG0-5635 // REG0-5634 // REG0-5633 // REG0-5632 // REG0-5631
PM0-45617	3216536	COLI-K12-65	
PM0-44629	842153	COLI-K12-17 // TU0-13056	REG0-10462
PM0-7962	933218	COLI-K12-19	
PM0-7361	913845	TU0-42650 // COLI-K12-18 // TU0-7021	REG0-11503 // REG0-8944 // REG0-6114 // REG0-6113 // REG0-6112 // REG0-6111 // REG0-6110
PM0-9538	970642	COLI-K12-19 // TU0-13088	
PM00388	1994879	COLI-K12-40 // TU0-6559	REG0-6138
PM0-44740	1146761	COLI-K12-23	
PM0-44495	504847	COLI-K12-10	
PM00129	3553024	COLI-K12-72 // TU00091	REG0-5474 // REG0-5473 // REG0-5472
PM00661	4496386	COLI-K12-92 // TU00506	REG0-12689 // REG0-5641
PM0-44871	1395971	COLI-K12-28	
PM-8819	3455634	COLI-K12-70 // TU-8433	
PM0-1125	4120406	COLI-K12-84 // TU0-965	
PM0-9731	3545458	COLI-K12-72 // TU0-14478	
PM0-9327	1649597	COLI-K12-33 // TU0-13331	REG0-6610
PM0-46343	2193758	COLI-K12-44 // TU0-42595	
PM0-36255	3544858	COLI-K12-72 // TU0-8772	
PM0-44822	1287188	COLI-K12-26	
PM0-44932	1511453	COLI-K12-30	
PM0-46544	1755663	TU0-45244 // COLI-K12-35	
PM0-45903	3940706	COLI-K12-80	
PM0-44808	1243125	COLI-K12-25	
PM00537	2798536	COLI-K12-57 // TU00393	REG0-9470 // REG0-5381 // REG0-5380 // REG0-5379 // REG0-5378
PM0-45138	1950636	COLI-K12-39	
PM0-10244	1121509	COLI-K12-22 // TU0-13128	REG0-10906 // REG0-9606
PM0-45912	4002842	COLI-K12-81	
PM0-36237	1441029	COLI-K12-29 // TU0-8698	
PM0-44722	1100252	COLI-K12-22 // TU0-13121	REG0-12852 // REG0-11621 // REG0-11620 // REG0-11619 // REG0-11618
PM0-2301	891876	COLI-K12-18 // TU0-2121	
PM00178	2825791	COLI-K12-57 // TU00133	REG0-9115 // REG0-5575 // REG0-5574 // REG0-5572 // REG0-5571
PM0-44645	863530	COLI-K12-17	
PM0-45157	1996851	COLI-K12-40	
PM0-44926	1502446	COLI-K12-30	
PM00006	4154897	COLI-K12-85 // TU00226	REG0-4776 // REG0-4775
PM0-45817	3674757	COLI-K12-75	
PM0-45272	2280548	COLI-K12-46	
PM0-45828	3712097	COLI-K12-75	
PM00449	3592426	COLI-K12-73 // TU0-5982	REG0-5230 // REG0-5229 // REG0-5228
PM0-44672	949643	COLI-K12-19	
PM66	1190483	COLI-K12-24 // TU00319	REG0-5092
PM00422	2804599	COLI-K12-57 // TU704	
PM0-9711	434504	COLI-K12-8 // TU0-14466	
PM588	461395	COLI-K12-9 // TU488	REG0-4971 // REG0-4970 // REG0-4969 // REG0-4968
PM0-9865	4397100	COLI-K12-89 // TU0-14562	
PM0-45960	4105101	COLI-K12-84	
PM0-45375	2561902	COLI-K12-52	
PM-8767	2616068	COLI-K12-53 // TU-8384	
PM00578	1862597	COLI-K12-38 // TU0-4906	REG0-11511 // REG0-11510 // REG0-6206
PM0-46160	1563249	COLI-K12-31 // TU0-42463	
PM0-46497	2665401	COLI-K12-54 // TU0-45197	REG0-14925 // REG0-14924
PM0-10277	2153311	COLI-K12-44 // TU0-13502	
PM0-45388	2629672	COLI-K12-53	
PM00066	987092	COLI-K12-20 // TU00050	REG0-11746 // REG0-9047 // REG0-9004 // REG0-9003 // REG0-4599 // REG0-4598 // REG0-4597 // REG0-4596 // REG0-4595 // REG0-4594 // REG0-4593 // REG0-4591 // REG0-4590 // REG0-4589 // REG0-4588 // REG0-4587 // REG0-4586 // REG0-4585 // REG0-4584 // REG0-4583
PM0-4422	3793896	COLI-K12-77 // TU0-4182	
PM0-45534	3043364	COLI-K12-62	
PM0-46057	4490085	COLI-K12-91	
PM0-45181	2056754	COLI-K12-42	
PM0-7821	2746254	COLI-K12-56 // TU00351	REG0-11172 // REG0-6094
PM0-45473	2905606	COLI-K12-59	
PM0-46068	4508686	COLI-K12-92	
PM0-46299	1447394	COLI-K12-29 // TU0-42549	
PM0-45639	3252761	COLI-K12-66	
PM00369	1341870	COLI-K12-27 // TU0-6407	
PM0-45832	3716484	COLI-K12-76	
PM0-9376	1842163	COLI-K12-37 // TU0-8642	
PM0-45052	1805101	COLI-K12-36	
PM0-45852	3751896	COLI-K12-76	
PM0-10474	4094385	COLI-K12-83 // TU0-14787	
PM0-10519	4327079	COLI-K12-88 // TU0-14801	
PM0-9342	2832307	COLI-K12-57 // TU0-14258	REG0-10488 // REG0-6587 // REG0-6586 // REG0-6585
PM0-45363	2518334	COLI-K12-51	
PM0-2222	141263	COLI-K12-2 // TU0-2042	REG0-6410 // REG0-6409
PM00228	624831	COLI-K12-12 // TU00166	REG0-9273 // REG0-9271 // REG0-9135 // REG0-5411 // REG0-5410 // REG0-5409 // REG0-5408 // REG0-5407 // REG0-5406
PM0-44701	1051205	COLI-K12-21	
PM00414	2640642	COLI-K12-54 // TU0-6506	
PM0-1984	1367929	COLI-K12-27 // TU0-1803	
PM0-8763	1757296	COLI-K12-35 // TU0-8380	
PM0-46547	1658003	TU0-45246 // COLI-K12-33	REG0-15123 // REG0-15122 // REG0-15121
PM0-44340	11825	COLI-K12-0	
PM0-9303	4602177	COLI-K12-94 // TU0-8869 // TU0-8867	
PM00639	3344662	COLI-K12-68 // TU00487	
PM0-9968	268026	COLI-K12-5 // TU0-14610	
PM00531	1343476	COLI-K12-27 // TU00388	REG0-4886
PM0-10490	1988682	COLI-K12-40 // TU0-13449	REG0-10611 // REG0-10610 // REG0-10609 // REG0-10608 // REG0-10607 // REG0-10606 // REG0-10605 // REG0-10604 // REG0-10603 // REG0-10602 // REG0-10601
PM0-10024	1234916	COLI-K12-25 // TU0-8794	
PM0-45842	3727767	COLI-K12-76	
PM0-46087	4564802	COLI-K12-93	
PM0-45131	1941833	COLI-K12-39	
PM0-1349	223485	COLI-K12-4 // TU0-1189	REG0-16324 // REG0-11186 // REG0-11143 // REG0-11128 // REG0-6473 // REG0-6472 // REG0-6471 // REG0-6470 // REG0-6469 // REG0-6468
PM0-44564	664001	COLI-K12-13	
PM0-45393	2642934	COLI-K12-54	
PM0-45311	2385828	COLI-K12-48	
PM0-9989	629292	COLI-K12-12 // TU0-14617	
PM0-44999	1669652	COLI-K12-34	
PM167	3128206	COLI-K12-64 // TU0-1963	REG0-10895 // REG0-9370 // REG0-9369 // REG0-9368 // REG0-9367 // REG0-6030 // REG0-6029
PM0-46094	4591347	COLI-K12-93	
PM0-10134	3380182	COLI-K12-69 // TU0-13897	
PM0-9309		TU0-8873	
PM0-45208	2109586	COLI-K12-43	
PM0-46091	4581502	COLI-K12-93	
PM0-9568	2838105	COLI-K12-58 // TU0-14407	REG0-11515
PM0-9880	3322587	COLI-K12-68 // TU0-14573	
PM0-10135	3380654	COLI-K12-69 // TU0-13898	
PM0-9540	3401356	COLI-K12-69 // TU0-14390 // TU0-14387	
PM0-46387	3340132	COLI-K12-68 // TU0-42672	
PM0-10194	4478445	COLI-K12-91 // TU0-8617	
PM0-44470	405708	COLI-K12-8	
PM0-44524	568810	COLI-K12-11	
PM00325	122969	COLI-K12-2 // TU0-6634	REG0-10485 // REG0-6134 // REG0-6133
PM0-45041	1765291	COLI-K12-36	
PM00218	1165992	COLI-K12-23 // TU00158	REG0-11086 // REG0-10489 // REG0-9229 // REG0-5802 // REG0-5801 // REG0-5800 // REG0-5799 // REG0-5798 // REG0-5797 // REG0-5796 // REG0-5795 // REG0-5794 // REG0-5793 // REG0-5792 // REG0-5791 // REG0-5790 // REG0-5789
PM0-46034	4434082	COLI-K12-90	
PM0-45014	1704761	COLI-K12-34	
PM0-10190	4429780	COLI-K12-90 // TU0-14159	
PM0-45391	2641954	COLI-K12-54	
PM0-45610	3199694	COLI-K12-65	
PM0-46384	1105201	TU0-13122 // TU0-42668 // COLI-K12-22 // TU0-42664	
PM0-44538	606223	COLI-K12-12	
PM0-45606	3196926	COLI-K12-65	
PM0-45872	3815985	COLI-K12-78	
PM0-44862	1383991	COLI-K12-28	
PM0-3821	1866815	COLI-K12-38 // TU0-3621	REG0-6318
PM0-45288	2344265	COLI-K12-47	
PM0-8561	1806323	COLI-K12-36 // TU0-8181	
PM00003	70075	COLI-K12-1 // TU00214	REG0-4765 // REG0-4764 // REG0-4763 // REG0-4762 // REG0-4761 // REG0-4760 // REG0-4759
PM0-45722	3413633	COLI-K12-69	
PM0-44943	1523276	COLI-K12-31	
PM0-45698	3380119	COLI-K12-69	
PM0-45433	2754767	COLI-K12-56	
PM00535	1103859	COLI-K12-22 // TU00390	REG0-13458 // REG0-11496 // REG0-11245 // REG0-11244 // REG0-11057 // REG0-11056 // REG0-11055 // REG0-5281 // REG0-5280
PM0-2921	2552241	COLI-K12-52 // TU0-2741	REG0-6353
PM0-46300	1447492	COLI-K12-29 // TU0-8795	REG0-11952 // REG0-11951 // REG0-6607 // REG0-9639
PM0-45558	3119320	COLI-K12-63	
PM0-45276	2284109	COLI-K12-46	
PM0-3303	511573	COLI-K12-10 // TU0-3123	REG0-13077 // REG0-6360
PM0-45340	2462985	COLI-K12-50	
PM00534	1981651	COLI-K12-40 // TU00391	
PM0-46556	122969	TU0-45254 // COLI-K12-2	REG0-15133 // REG0-15132 // REG0-15131
PM0-9843		TU0-7743	REG0-10928
PM0-44597	749185	COLI-K12-15	
PM0-45268	2270678	COLI-K12-46	
PM0-46203	3336833	COLI-K12-68 // TU0-42495	
PM0-44840	1317241	COLI-K12-26	
PM-8786	2289176	COLI-K12-46 // TU-8401	
PM00039	2352451	COLI-K12-48 // TU00216	REG0-9329 // REG0-9328 // REG0-9327 // REG0-9326 // REG0-9325 // REG0-9324 // REG0-4706 // REG0-4705 // REG0-4704 // REG0-4703 // REG0-4702 // REG0-4701 // REG0-4700 // REG0-4699 // REG0-4698 // REG0-4697 // REG0-4696 // REG0-4695 // REG0-4694 // REG0-4693 // REG0-4692
PM0-44905	1482927	COLI-K12-30	
PM0-44651	889885	COLI-K12-18	
PM00306	1301085	COLI-K12-26 // TU00222	REG0-10782 // REG0-5562 // REG0-5561 // REG0-5560
PM0-8918	1791254	COLI-K12-36 // TU0-8482	REG0-6537
PM0-46532	1390639	COLI-K12-28	
PM0-46508	3646112	COLI-K12-74 // TU0-45208	REG0-14958
PM00290	3933322	COLI-K12-80 // TU00206	REG0-5371 // REG0-5370
PM00013	406280	COLI-K12-8 // TU00011	REG0-4794 // REG0-4793 // REG0-4792 // REG0-4791 // REG0-4790
PM00044	728849	COLI-K12-14 // TU00035	REG0-4713
PM0-46401	1930857	COLI-K12-39 // TU0-8494	REG0-12962
PM0-46355	146754	COLI-K12-3 // TU0-42600	
PM0-44824	1288756	COLI-K12-26	
PM00151	29551	COLI-K12-0 // TU00110	REG0-9311 // REG0-9310 // REG0-9307 // REG0-9263 // REG0-9000 // REG0-5885 // REG0-5884 // REG0-5883 // REG0-5882
PM384	1267854	COLI-K12-25 // TU306	
PM0-44916	1495117	COLI-K12-30	
PM0-45174	2042261	COLI-K12-41	
PM0-44638	853083	COLI-K12-17	
PM0-36241	1841432	COLI-K12-37 // TU0-8641	
PM0-45808	3634817	COLI-K12-74	
PM0-36245	2265330	COLI-K12-46 // TU0-14238	REG0-11103
PM0-9833		TU0-14550	
PM0-9990	641903	COLI-K12-13 // TU0-8536	
PM0-44473	415847	COLI-K12-8	
PM0-9785		TU0-12818	
PM0-45118	1921725	COLI-K12-39	
PM00025	4617278	COLI-K12-94 // TU00018	REG0-10561 // REG0-9008 // REG0-4817 // REG0-4816 // REG0-4815 // REG0-4814 // REG0-4813 // REG0-4812 // REG0-4811 // REG0-4810 // REG0-4809
PM0-36262	1063828	COLI-K12-21 // TU0-36443	
PM0-45252	2243073	COLI-K12-45	
PM0-44859	1357810	COLI-K12-27	
