# Generated from the following BioVelo query on EcoCyc, 12:16pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^?associated-binding-site, x^?regulator, Evidence) : x<-ECOLI^^Regulation-of-Transcription-Initiation,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Associated Binding Site", "Regulators", "Evidence")), 2)
Regulation of yhcD by DNA-binding transcriptional repressor GlaR	REG0-14313	GlaR DNA-binding-site (BS0-9666)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of dctR by DNA-binding transcriptional repressor GlaR	REG0-14246	GlaR DNA-binding-site (BS0-9618)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of hdeAB-yhiD by ppGpp	REG0-15722		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of sulAp by DNA binding transcriptional dual regulator RcdA	REG0-11628	RcdA DNA-binding-site 47.5 bases downstream of sulAp	DNA binding transcriptional dual regulator RcdA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of znuCp by DNA-binding transcriptional dual regulator OxyR	REG0-12890	OxyR DNA-binding-site 55.5 bases downstream of znuAp	DNA-binding transcriptional dual regulator OxyR	EV-EXP-IEP-RNA-SEQ
Regulation of treRp4 by DNA-binding transcriptional dual regulator PhoP-phosphorylated	REG0-6375	PhoP-Pasp51 DNA-binding-site 19 bases downstream of treRp4	DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hdeDp2 by DNA-binding transcriptional dual regulator GadX	REG0-15269	GadX DNA-binding-site 115.5 bases upstream of hdeDp2	DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of casAp by DNA-binding transcriptional dual regulator LeuO	REG0-10826	LeuO DNA-binding-site 47 bases downstream of casAp	DNA-binding transcriptional dual regulator LeuO	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yhcO by ppGpp	REG0-13055		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of yaeF by DNA-binding transcriptional dual regulator Nac	REG0-13183	Nac DNA-binding-site regulating yaeF	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of mgtAp1 by DNA-binding transcriptional dual regulator PhoP-phosphorylated	REG0-6373	PhoP-Pasp51 DNA-binding-site 19 bases downstream of treRp4	DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ompCp3 by DNA-binding transcriptional dual regulator Lrp	REG0-5313	Lrp DNA-binding-site 27.5 bases downstream of micFp2	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ybbC by DNA-binding transcriptional dual regulator Nac	REG0-14699	Nac DNA-binding-site (BS0-9984)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of dsdCp by DNA-binding transcriptional dual regulator NsrR	REG0-10502	NsrR DNA-binding-site 14 bases downstream of dsdCp	DNA-binding transcriptional dual regulator NsrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of glmYp1 by DNA-binding transcriptional dual regulator IHF	REG0-10580	IHF DNA-binding-site 169 bases upstream of glmYp1	DNA-binding transcriptional dual regulator IHF	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of dadAp2 by DNA-binding transcriptional dual regulator Lrp	REG0-5292	Lrp DNA-binding-site 10 bases downstream of dadAp2	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
Regulation of yoeB by DNA-binding transcriptional dual regulator Nac	REG0-14813	Nac DNA-binding-site regulating yeeZ	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of hofC by DNA-binding transcriptional dual regulator Nac	REG0-14530	Nac DNA-binding-site (BS0-9853)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of exuRp2 by DNA-binding transcriptional repressor UxuR	REG0-12521	UxuR DNA-binding-site 193.5 bases upstream of exuRp2	DNA-binding transcriptional repressor UxuR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of msrB by DNA-binding transcriptional dual regulator FNR	REG0-14348	Fnr DNA-binding-site (BS0-9697)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of garPp by DNA-binding transcriptional activator CdaR	REG0-5033		DNA-binding transcriptional activator CdaR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yegTUV by DNA-binding transcriptional regulator GgaR	REG0-16547	GgaR DNA-binding-site regulating yegTp	DNA-binding transcriptional regulator GgaR	EV-EXP-IEP-NORTHERN
Regulation of gcvTp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-11434	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 313.5 bases upstream of gcvTp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of feoA by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14052	ArcA-Pasp54 DNA-binding-site (BS0-9472)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of fecAp by HypT-[Met-oxidized] DNA-binding transcriptional dual regulator	REG0-11457		HypT-[Met-oxidized] DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yidB by DNA-binding transcriptional repressor GlaR	REG0-13336	GlaR DNA-binding-site regulating yidB	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of cyoA by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14043	ArcA-Pasp54 DNA-binding-site (BS0-9463)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of efeU by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16582	DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10974)	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of serB by DNA-binding transcriptional dual regulator Lrp	REG0-14397	Lrp DNA-binding-site (BS0-9744)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-MICROARRAY
Regulation of hdeDp by DNA-binding transcriptional dual regulator GadX	REG0-10970	GadX DNA-binding-site 94.5 bases upstream of hdeDp2	DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tnaA by DNA-binding transcriptional dual regulator Nac	REG0-14664	Nac DNA-binding-site (BS0-9958)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of ybeQ by DNA-binding transcriptional dual regulator LeuO	REG0-13425	LeuO DNA-binding-site regulating ybeQ	DNA-binding transcriptional dual regulator LeuO	EV-EXP-IEP-MICROARRAY
Regulation of ppsA by DNA-binding transcriptional dual regulator Lrp	REG0-15533	Lrp DNA-binding-site (BS0-10302)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of elaB by ppGpp	REG0-13027		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of shoB by DNA-binding transcriptional dual regulator Nac	REG0-14649	Nac DNA-binding-site (BS0-9948)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of ftnAp by DNA-binding transcriptional dual regulator H-NS	REG0-10610	H-NS DNA-binding-site 20.5 bases upstream of ftnAp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of csgDp1 by RcsAB DNA-binding transcriptional dual regulator	REG0-5354		RcsAB DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gltA by DNA-binding transcriptional dual regulator Nac	REG0-14512	Nac DNA-binding-site (BS0-9840)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of zraR by DNA-binding transcriptional repressor GlaR	REG0-14323	GlaR DNA-binding-site (BS0-9673)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of msrAp by DNA-binding transcriptional dual regulator Fis	REG0-9379	Fis DNA-binding-site 40 bases upstream of msrAp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yjeJ by DNA-binding transcriptional dual regulator Nac	REG0-13283	Nac DNA-binding-site regulating yjeJ	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of ssbp1 by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-6144	ArcA-Pasp54 DNA-binding-site 90.5 bases upstream of ssbp1	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadAp by DNA-binding transcriptional dual regulator Fis	REG0-9360	Fis DNA-binding-site 118 bases upstream of gadAp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsGp1 by DNA-binding transcriptional dual regulator Fis	REG0-6463	Fis DNA-binding-site 112 bases upstream of rrsGp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ykgA by ArgR-L-arginine DNA-binding transcriptional dual regulator	REG0-13700	ArgR-arg DNA-binding-site (BS0-9180)	ArgR-L-arginine DNA-binding transcriptional dual regulator	EV-EXP-IEP-MICROARRAY
Regulation of nanCp by DNA-binding transcriptional dual regulator NanR	REG0-6131	NanR DNA-binding-site 727.5 bases upstream of fimBp2	DNA-binding transcriptional dual regulator NanR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hdeAp by DNA-binding transcriptional dual regulator GadX	REG0-10987	GadX DNA-binding-site 94.5 bases upstream of hdeDp2	DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ptsGp1 by DNA-binding transcriptional dual regulator Fis	REG0-6500	Fis DNA-binding-site 143 bases downstream of ptsGp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rpoHp3 by DNA-binding transcriptional repressor CytR	REG0-5660	CytR DNA-binding-site 33.5 bases upstream of rpoHp3	DNA-binding transcriptional repressor CytR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of aldBp by DNA-binding transcriptional dual regulator Fis	REG0-5904	Fis DNA-binding-site 29 bases upstream of aldBp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ygbJK by DNA-binding transcriptional repressor YgbI	REG0-15998	YgbI DNA-binding-site regulating ygbJK	DNA-binding transcriptional repressor YgbI	EV-EXP-IEP-RNA-SEQ
Regulation of rseDp1 by DNA-binding transcriptional activator GlrR-phosphorylated	REG0-15278	GlrR-Pasp56 DNA-binding-site 26.5 bases upstream of rseDp1	DNA-binding transcriptional activator GlrR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nagEp by DNA-binding transcriptional dual regulator NagC	REG0-6260	NagC DNA-binding-site 31 bases upstream of nagEp	DNA-binding transcriptional dual regulator NagC	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of metKp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6390	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of metKp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yjfZ by DNA-binding transcriptional dual regulator Nac	REG0-14792	Nac DNA-binding-site (BS0-10042)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of aroPp1 by DNA-binding transcriptional repressor TyrR-L-tyrosine	REG0-5361	TyrR-tyr DNA-binding-site 40.5 bases downstream of aroPp1	DNA-binding transcriptional repressor TyrR-L-tyrosine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of mpaA by DNA-binding transcriptional repressor PgrR	REG0-12513	PgrR DNA-binding-site regulating mpaA	DNA-binding transcriptional repressor PgrR	EV-EXP-IGI,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gabDTP by ppGpp	REG0-15719		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of pdhRp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-14987	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 70.5 bases upstream of pdhRp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of adiC by DNA-binding transcriptional dual regulator H-NS	REG0-16005	H-NS DNA-binding-site (BS0-10557)	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-MICROARRAY,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pflB by DNA-binding transcriptional dual regulator YeiE	REG0-16062	YeiE DNA-binding-site (BS0-10606)	DNA-binding transcriptional dual regulator YeiE	EV-EXP-IEP-RNA-SEQ
Regulation of nudE by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14076	ArcA-Pasp54 DNA-binding-site (BS0-9490)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of gadEp2 by DNA-binding transcriptional activator GadE	REG0-6173	GadE DNA-binding-site 198.5 bases upstream of gadEp2	DNA-binding transcriptional activator GadE	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of malI by DNA-binding transcriptional dual regulator Nac	REG0-14565	Nac DNA-binding-site (BS0-9883)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of dosC by DNA-binding transcriptional dual regulator H-NS	REG0-16110	H-NS DNA-binding-site (BS0-10652)	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-MICROARRAY
Regulation of cmtA by DNA-binding transcriptional dual regulator Nac	REG0-14464	Nac DNA-binding-site (BS0-9803)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of relAp1 by HipAB toxin/antitoxin complex / DNA-binding transcriptional repressor	REG0-12002	HipAB DNA-binding-site 5 bases downstream of relAp1	HipAB toxin/antitoxin complex / DNA-binding transcriptional repressor	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yibN by DNA-binding transcriptional dual regulator FNR	REG0-14362	Fnr DNA-binding-site (BS0-9709)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of aspAp by DNA-binding transcriptional activator DcuR-phosphorylated	REG0-13439	DcuR-P DNA-binding-site 75 bases upstream of aspAp	DNA-binding transcriptional activator DcuR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yjjN by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-12729	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site regulating yjjN	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadBp2 by DNA-binding transcriptional dual regulator GadX	REG0-15041	GadX DNA-binding-site 268 bases upstream of gadBp2	DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-RNA-SEQ
Regulation of adiA by DNA-binding transcriptional dual regulator TorR-phosphorylated	REG0-16041	TorR-Pasp DNA-binding-site (BS0-10585)	DNA-binding transcriptional dual regulator TorR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of hdeAp by DNA-binding transcriptional activator GadE	REG0-12871	GadE DNA-binding-site 9.5 bases downstream of hdeAp2	DNA-binding transcriptional activator GadE	EV-EXP-IEP-RNA-SEQ
Regulation of intA by CP4-57 prophage; DNA-binding transcriptional activator AlpA	REG0-11115		CP4-57 prophage; DNA-binding transcriptional activator AlpA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsEp3 by ppGpp	REG0-15254		ppGpp	EV-EXP-IMP
Regulation of kdpA by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14065	ArcA-Pasp54 DNA-binding-site (BS0-9482)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of ybhP-clsB-ybhN by ppGpp	REG0-13004		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of gadAp2 by DNA-binding transcriptional dual regulator GadW	REG0-15198	GadW DNA-binding-site 100.5 bases upstream of gadAp2	DNA-binding transcriptional dual regulator GadW	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of argOp by DNA-binding transcriptional dual regulator Lrp-L-leucine	REG0-10614	Lrp-leu DNA-binding-site 89.5 bases upstream of argOp	DNA-binding transcriptional dual regulator Lrp-L-leucine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cdaR by DNA-binding transcriptional dual regulator Nac	REG0-14459	Nac DNA-binding-site (BS0-9798)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of yjbJ by DNA-binding transcriptional dual regulator Lrp	REG0-14416	Lrp DNA-binding-site (BS0-9763)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-MICROARRAY
Regulation of cysKp1 by DNA-binding transcriptional dual regulator CysB	REG0-5559	CysB DNA-binding-site 53 bases upstream of cysKp1	DNA-binding transcriptional dual regulator CysB	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of csgDp3 by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-15168	CpxR-phosphorylated DNA-binding-site 48 bases upstream of csgDp3	DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ppiAp3 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-8988	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of ppiAp3	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsCp1 by DNA-binding transcriptional dual regulator H-NS	REG0-6456		DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hiuHp by DNA-binding transcriptional activator CusR-phosphorylated	REG0-12163	CusR-Pasp DNA-binding-site 38.5 bases downstream of hiuHp	DNA-binding transcriptional activator CusR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of agaSp by DNA-binding transcriptional repressor AgaR	REG0-6149	AgaR DNA-binding-site 94.5 bases upstream of agaSp	DNA-binding transcriptional repressor AgaR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of aslBp by DNA-binding transcriptional dual regulator Rob	REG0-6615		DNA-binding transcriptional dual regulator Rob	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of malSp by DNA-binding transcriptional dual regulator PhoP-phosphorylated	REG0-5591	PhoP-Pasp51 DNA-binding-site 161 bases upstream of malSp	DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nuoA by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-16018		DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of zapB by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16471	DNA-binding transcriptional dual regulator Fur DNA-binding-site regulating glpFK	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of mdtE by DNA-binding transcriptional dual regulator Nac	REG0-14571	Nac DNA-binding-site (BS0-9888)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of fepBp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-5404	DNA-binding transcriptional dual regulator Fur DNA-binding-site 1 bases upstream of fepBp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of puuDp by DNA-binding transcriptional repressor PuuR	REG0-11698	PuuR DNA-binding-site 126.5 bases upstream of puuAp	DNA-binding transcriptional repressor PuuR	EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yhcO by DNA-binding transcriptional dual regulator LldR-S-lactate	REG0-16386	LldR-L-lactate DNA-binding-site (BS0-10820)	DNA-binding transcriptional dual regulator LldR-S-lactate	EV-EXP-IEP-QRTPCR
Regulation of osmYp by DNA-binding transcriptional regulator FliZ	REG0-11498	FliZ DNA-binding-site regulating osmYp2	DNA-binding transcriptional regulator FliZ	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of abpA by DNA-binding transcriptional dual regulator Nac	REG0-14751	Nac DNA-binding-site (BS0-10011)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of feaRp2 by DNA-binding transcriptional dual regulator NsrR	REG0-10481	NsrR DNA-binding-site 2 bases downstream of feaRp2	DNA-binding transcriptional dual regulator NsrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of crpp2 by DNA-binding transcriptional dual regulator Fis	REG0-5661	Fis DNA-binding-site 164 bases upstream of crpp3	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadBp by DNA-binding transcriptional dual regulator Fis	REG0-9364	Fis DNA-binding-site 59 bases upstream of gadBp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
