,0,no change (without binary_idx),add diversity,remove efficiency and add diversity,kinetic,is_new
3.2.2.10-RXN-UMP/WATER//CPD-15895/URACIL.28.,2.5576125747075213,2.7326971265039246,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
3.2.2.10-RXN-UMP/WATER//CPD-16551/URACIL.28.,3.005513015278401,2.7325924545025706,3.2099035877956488,3.2802345544161233,False,Old Reactions
3.2.2.10-RXN-UMP/WATER//RIBOSE-5P/URACIL.28.,2.400723755168354,2.7361414073977386,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
3.2.2.23-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.11.1-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.11.18-RXN,-4.0,-4.0,-4.0,-4.0,4.698152763131784,Old Reactions
3.4.11.2-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.11.4-RXN-CPD-26564/WATER//GLYCYLGLYCINE/GLY.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.11.4-RXN-CPD0-1965/WATER//CPD-20746/L-ALPHA-ALANINE.43.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.11.9-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.13.18-RXN-D-ALA-D-ALA/WATER//L-ALPHA-ALANINE.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.13.18-RXN-GLYCYLGLYCINE/WATER//GLY.25.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.13.21-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.13.22-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.13.9-RXN-CPD0-2649/WATER//PRO/MET.25.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.15.5-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.17.8-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
3.4.19.12-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.21.102-RXN-General-Protein-Substrates/WATER//Peptides-holder/PROTON.57.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.21.107-RXN-General-Protein-Substrates/WATER//Peptides-holder/PROTON.57.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.21.53-RXN-General-Protein-Substrates/ATP/WATER//Peptides-holder/ADP/Pi/PROTON.68.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.21.92-RXN-General-Protein-Substrates/ATP/WATER//Peptides-holder/ADP/Pi/PROTON.68.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.23.43-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.4.24.55-RXN-General-Protein-Substrates/WATER//Peptides-holder/PROTON.57.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.5.1.88-RXN,-4.0,-4.0,-4.0,-4.0,5.748758439356713,Old Reactions
3.5.2.17-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.1.41-RXN,-4.0,-4.0,-4.000000031599083,-4.0,4.723250381204459,Old Reactions
3.6.3.23-RXN-ACETYLMURAMYL-ALANYL-ISOGLUTAMINE/ATP/WATER//ACETYLMURAMYL-ALANYL-ISOGLUTAMINE/ADP/Pi/PROTON.93.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-ALA-GLY/ATP/WATER//ALA-GLY/ADP/Pi/PROTON.41.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CARNOSINE/ATP/WATER//CARNOSINE/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-10814/ATP/WATER//CPD-10814/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-12301/ATP/WATER//CPD-12301/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13390/ATP/WATER//CPD-13390/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13393/ATP/WATER//CPD-13393/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13394/ATP/WATER//CPD-13394/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13395/ATP/WATER//CPD-13395/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13397/ATP/WATER//CPD-13397/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13398/ATP/WATER//CPD-13398/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13401/ATP/WATER//CPD-13401/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13403/ATP/WATER//CPD-13403/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13404/ATP/WATER//CPD-13404/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-13406/ATP/WATER//CPD-13406/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-15384/ATP/WATER//CPD-15384/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-20340/ATP/WATER//CPD-20340/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-20746/ATP/WATER//CPD-20746/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-20750/ATP/WATER//CPD-20750/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-26564/ATP/WATER//CPD-26564/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD-3569/ATP/WATER//CPD-3569/ADP/Pi/PROTON.43.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1082/ATP/WATER//CPD0-1082/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1085/ATP/WATER//CPD0-1085/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1445/ATP/WATER//CPD0-1445/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1620/ATP/WATER//CPD0-1620/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1906/ATP/WATER//CPD0-1906/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1907/ATP/WATER//CPD0-1907/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1908/ATP/WATER//CPD0-1908/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1909/ATP/WATER//CPD0-1909/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1910/ATP/WATER//CPD0-1910/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1911/ATP/WATER//CPD0-1911/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1913/ATP/WATER//CPD0-1913/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1915/ATP/WATER//CPD0-1915/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1944/ATP/WATER//CPD0-1944/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-1965/ATP/WATER//CPD0-1965/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-2056/ATP/WATER//CPD0-2056/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-2073/ATP/WATER//CPD0-2073/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-2190/ATP/WATER//CPD0-2190/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-2555/ATP/WATER//CPD0-2555/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-2649/ATP/WATER//CPD0-2649/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-2650/ATP/WATER//CPD0-2650/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CPD0-2651/ATP/WATER//CPD0-2651/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-CYS-GLY/ATP/WATER//CYS-GLY/ADP/Pi/PROTON.41.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-D-ALA-D-ALA/ATP/WATER//D-ALA-D-ALA/ADP/Pi/PROTON.49.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-GLUTATHIONE/ATP/WATER//GLUTATHIONE/ADP/Pi/PROTON.49.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-GLYCYLGLYCINE/ATP/WATER//GLYCYLGLYCINE/ADP/Pi/PROTON.53.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-L-ALA-GAMMA-D-GLU-DAP/ATP/WATER//L-ALA-GAMMA-D-GLU-DAP/ADP/Pi/PROTON.69.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.23-RXN-L-GAMMA-GLUTAMYLCYSTEINE/ATP/WATER//L-GAMMA-GLUTAMYLCYSTEINE/ADP/Pi/PROTON.75.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.3-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.39-RXN-CPD-22536/ATP/WATER//CPD-22536/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.39-RXN-CPD0-2249/ATP/WATER//CPD0-2249/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.39-RXN-CPD0-2294/ATP/WATER//CPD0-2294/ADP/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.39-RXN-KDO2-LIPID-IVA/ATP/WATER//KDO2-LIPID-IVA/ADP/Pi/PROTON.55.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
3.6.3.53-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
325-BISPHOSPHATE-NUCLEOTIDASE-RXN,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
325-BISPHOSPHATE-NUCLEOTIDASE-RXN__EG10043-MONOMER,3.9796232590078544,3.979618366044501,3.97961836597963,3.979618366044684,3.157154470149629,Old Reactions
3PGAREARR-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
3PGAREARR-RXN (reverse),5.715111492270025,5.414081301205476,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
4-NITROPHENYLPHOSPHATASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
4-NITROPHENYLPHOSPHATASE-RXN__ALKAPHOSPHA-CPLX,-4.0,-4.0,-4.0,-4.0,2.909556082725714,Old Reactions
4.1.2.28-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
4.1.2.28-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
4.2.1.58-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
4.2.1.59-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
4.2.1.61-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
4.2.1.99-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
4.2.1.99-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
4.2.99.18-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
4.3.1.15-RXN,-4.0,-4.0,-4.0,-4.0,2.6730209993357827,New Reactions
4.3.1.17-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN,1.1426271991706578,1.142627199170658,1.142627199170658,1.142627199170658,False,Old Reactions
5-FORMYL-THF-CYCLO-LIGASE-RXN-5-FORMYL-THF/ATP//5-10-METHENYL-THF/ADP/Pi.43.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
5-NUCLEOTID-RXN[CCO-CYTOSOL]-XANTHOSINE-5-PHOSPHATE/WATER//XANTHOSINE/Pi.57.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
5-NUCLEOTID-RXN[CCO-CYTOSOL]-XANTHOSINE-5-PHOSPHATE/WATER//XANTHOSINE/Pi.57.__EG11817-MONOMER,-4.0,-4.0,-4.0,-4.0,4.713414934831835,Old Reactions
5-NUCLEOTID-RXN[CCO-PERI-BAC]-XANTHOSINE-5-PHOSPHATE/WATER//XANTHOSINE/Pi.58.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
5-OXOPROLINASE-ATP-HYDROLYSING-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
5.1.3.20-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
5.3.1.17-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
5.3.1.17-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
5.3.3.14-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
5.3.3.14-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
5.4.2.10-RXN,-4.0,2.587030166688811,4.342727686266486e-05,2.8375995479522502,False,Old Reactions
5.4.2.10-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
5.4.2.10-RXN-CPD-13469//GLUCOSAMINE-1P.26.,2.8369789253374456,2.478023482126734,2.8375995479615677,4.342727686266486e-05,False,Old Reactions
5.4.2.10-RXN-CPD-13469//GLUCOSAMINE-1P.26. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//ALPHA-GLC-6-P/ALPHA-GLUCOSE.45.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//ALPHA-GLC-6-P/GLC.35.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//ALPHA-GLC-6-P/Glucopyranose.45.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//D-glucopyranose-6-phosphate/ALPHA-GLUCOSE.59.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//D-glucopyranose-6-phosphate/GLC.49.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//GLC-6-P/ALPHA-GLUCOSE.39.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//GLC-6-P/GLC.29.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-15978/WATER//GLC-6-P/Glucopyranose.39.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//ALPHA-GLC-6-P/ALPHA-GLUCOSE.43.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//ALPHA-GLC-6-P/GLC.33.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//ALPHA-GLC-6-P/Glucopyranose.43.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//D-glucopyranose-6-phosphate/ALPHA-GLUCOSE.57.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//D-glucopyranose-6-phosphate/GLC.47.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//D-glucopyranose-6-phosphate/Glucopyranose.57.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//GLC-6-P/ALPHA-GLUCOSE.37.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//GLC-6-P/GLC.27.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6-PHOSPHO-BETA-GLUCOSIDASE-RXN-CPD-507/WATER//GLC-6-P/Glucopyranose.37.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
6PFRUCTPHOS-RXN__6PFK-1-CPX,5.503298232051368,5.503297891707531,5.503296528434974,5.053178358537473,5.053178358537473,Old Reactions
6PFRUCTPHOS-RXN__6PFK-2-CPX,-4.0,-4.0,4.3427277652562924e-05,3.9469432756051077,3.9469432756051077,Old Reactions
6PGLUCONOLACT-RXN,2.4521969029852877,2.4521969029852877,2.4537273629732597,2.4537273628804623,False,Old Reactions
7-ALPHA-HYDROXYSTEROID-DEH-RXN,-4.0,-4.0,-4.0,-4.0,5.235939822036497,Old Reactions
ABC-10-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-11-RXN-ATP/CPD-25891/WATER//ADP/CPD-25891/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-11-RXN-ATP/CPD0-2114/WATER//ADP/CPD0-2114/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-11-RXN-ATP/CPD0-2241/WATER//ADP/CPD0-2241/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-11-RXN-ATP/CPD0-621/WATER//ADP/CPD0-621/Pi/PROTON.43.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-12-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-13-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-14-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-15-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-16-RXN-MALTOSE/ATP/WATER//MALTOSE/ADP/Pi/PROTON.41.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/ALPHA-D-GALACTOSE/WATER//ADP/ALPHA-D-GALACTOSE/Pi/PROTON.61.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/ALPHA-D-GALACTOSE/WATER//ADP/D-galactopyranose/Pi/PROTON.61.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/ALPHA-D-GALACTOSE/WATER//ADP/GALACTOSE/Pi/PROTON.53.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/D-galactopyranose/WATER//ADP/ALPHA-D-GALACTOSE/Pi/PROTON.61.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/D-galactopyranose/WATER//ADP/D-galactopyranose/Pi/PROTON.61.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/D-galactopyranose/WATER//ADP/GALACTOSE/Pi/PROTON.53.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/GALACTOSE/WATER//ADP/ALPHA-D-GALACTOSE/Pi/PROTON.53.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/GALACTOSE/WATER//ADP/D-galactopyranose/Pi/PROTON.53.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-18-RXN-ATP/GALACTOSE/WATER//ADP/GALACTOSE/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-19-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
ABC-2-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/ARABINOSE/WATER//ADP/ARABINOSE/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/ARABINOSE/WATER//ADP/BETA-L-ARABINOSE/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/ARABINOSE/WATER//ADP/CPD-12045/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/ARABINOSE/WATER//ADP/CPD-12046/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/ARABINOSE/WATER//ADP/CPD-15699/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/ARABINOSE/WATER//ADP/L-ARABINOSE/Pi/PROTON.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/BETA-L-ARABINOSE/WATER//ADP/ARABINOSE/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/BETA-L-ARABINOSE/WATER//ADP/BETA-L-ARABINOSE/Pi/PROTON.59.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/BETA-L-ARABINOSE/WATER//ADP/CPD-12045/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/BETA-L-ARABINOSE/WATER//ADP/CPD-12046/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/BETA-L-ARABINOSE/WATER//ADP/CPD-15699/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/BETA-L-ARABINOSE/WATER//ADP/L-ARABINOSE/Pi/PROTON.54.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12045/WATER//ADP/ARABINOSE/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12045/WATER//ADP/BETA-L-ARABINOSE/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12045/WATER//ADP/CPD-12045/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12045/WATER//ADP/CPD-12046/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12045/WATER//ADP/CPD-15699/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12045/WATER//ADP/L-ARABINOSE/Pi/PROTON.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12046/WATER//ADP/ARABINOSE/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12046/WATER//ADP/BETA-L-ARABINOSE/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12046/WATER//ADP/CPD-12045/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12046/WATER//ADP/CPD-12046/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12046/WATER//ADP/CPD-15699/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-12046/WATER//ADP/L-ARABINOSE/Pi/PROTON.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-15699/WATER//ADP/ARABINOSE/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-15699/WATER//ADP/BETA-L-ARABINOSE/Pi/PROTON.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-15699/WATER//ADP/CPD-12045/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-15699/WATER//ADP/CPD-12046/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-15699/WATER//ADP/CPD-15699/Pi/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/CPD-15699/WATER//ADP/L-ARABINOSE/Pi/PROTON.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/L-ARABINOSE/WATER//ADP/ARABINOSE/Pi/PROTON.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ABC-2-RXN-ATP/L-ARABINOSE/WATER//ADP/BETA-L-ARABINOSE/Pi/PROTON.54.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
