# Generated by /Users/albertzhang/devViv/vivarium-ecoli/reconstruction/ecoli/scripts/tf_binding_sites/convert_to_flat.py on Wed Aug 14 12:56:11 2024
"binding_site_id"	"coordinates"	"binding_TFs"	"regulated_TUs_or_genes"
"BS0-7655"	2243800	["CPLX0-7796"]	["TU0-13539"]
"BS0-7233"	957509	["CPLX0-226"]	["TU00357", "TU0-5964"]
"BS00499"	4100718	["PD04418"]	["TU00064"]
"BS0-8378"		["PD00288"]	["TU0-4783"]
"BS00780"	1287743	["CPLX0-7705"]	["TU00511"]
"BS0-8268"	3418876	["PROTEIN-NRIP"]	["TU0-3622"]
"BS0-861"	612659	["CPLX0-7639"]	["TU00270", "TU00163"]
"BS00674"	1031917	["PHOSPHO-ARCA"]	["TU00288", "TU0-45171"]
"BS00317"	3267136	["CPLX0-226"]	["TU00125"]
"BS0-8780"	813125	["MONOMER0-160"]	["TU0-7044"]
"BS0-8483"		["EG12860-MONOMER"]	["TU0-13439"]
"BS0-8135"	2587422	["CPLX0-7748"]	["TU0-14793"]
"BS0-7482"	4518286	["CPLX0-7639"]	["TU00460"]
"BS0-8367"	4207648	["PD03867"]	["TU00056"]
"BS0-8736"	2002006	["PC00027"]	["TU00415"]
"BS0-10632"	1544234	["PHOSPHO-OMPR"]	["TU0-194009"]
"BS0-8665"	3172462	["PD04418"]	["TU0-13835"]
"BS0-7541"	4442265	["CPLX0-7705"]	["TU241"]
"BS00213"	2310486	["PD00230"]	["TU0-45248", "TU00072"]
"BS0-5081"	3558159	["PC00027"]	["TU61"]
"BS00757"	2533552	["PC00061"]	["TU00483", "TU00482"]
"BS0-7530"	3128116	["CPLX0-7705"]	["TU0-1963"]
"BS0-7021"		["CPLX0-7797"]	["TU00234"]
"BS00739"	3592408	["PHOSPHO-PHOB"]	["TU0-5981"]
"BS-7080"	3656830	["PD00365"]	["TU0-45242", "TU00282"]
"BS00107"	4257078	["PC00010"]	["TU00037"]
"BS00686"	1978378	["PHOSPHO-OMPR"]	["TU00136"]
"BS00405"		["PD00338"]	["TU00169"]
"BS0-8493"	208288	["PD01520"]	["TU0-42602"]
"BS0-7706"	2494508	["PHOSPHO-EVGA"]	["TU0-7746"]
"BS00646"	1699296	["PD00361"]	["TU00132"]
"BS0-6932"	4058175	["PROTEIN-NRIP"]	["TU00027", "TU0-5903", "TU0-5901", "TU00029"]
"BS803"		["PC00027"]	["TU00235"]
"BS00721"	1901840	["CPLX0-226"]	["TU00196"]
"BS0-7994"		["PD00288"]	["TU0-7741"]
"BS00666"	3105574	["CPLX0-7740"]	["TU00129"]
"BS0-7912"	4299512	["MONOMER0-183"]	["TU00152"]
"BS0-8044"	1592568	["EG10442-MONOMER"]	["TU00284"]
"BS0-8157"	3059714	["CPLX0-7671"]	["TU0-1341"]
"BS0-5522"	4539940	["CPLX0-8593"]	["TU00410", "TU0-42544", "TU0-6843"]
"BS00207"	4632704	["CPLX-125"]	["TU00220"]
"BS0-7131"		["BCCP-CPLX"]	["TU00231"]
"BS0-8277"	4591500	["CPLX0-226"]	["TU0-42491"]
"BS0-8781"	813442	["PC00010"]	["TU00070", "TU0-14730"]
"BS0-7639"	607650	["PC00010"]	["TU0-8266"]
"BS-7103"	2716564	["CPLX0-226"]	["TU0-1143"]
"BS0-7853"	710869	["PD00214"]	["TU0-1281"]
"BS0-8886"	1755147	["G7072-MONOMER"]	["TU0-13365"]
"BS0-1645"	3128252	["MONOMER0-562"]	["TU0-1962", "TU0-1963"]
"BS0-3661"	4462902	["CPLX0-7797"]	["TU0-4783"]
"BS0-8840"	234223	["G7072-MONOMER"]	["TU0-12841"]
"BS0-7370"	2185852	["G7137-MONOMER"]	["TU0-13514", "TU0-13513"]
"BS0-3467"	1166059	["PHOSPHO-ARCA"]	["TU00158"]
"BS0-7449"	1880033	["PHOSPHO-NARL"]	["TU0-13407"]
"BS564"	1230528	["CPLX0-7797"]	["TU581"]
"BS268"	2525029	["CPLX0-7681"]	["TU301", "TU0-45226"]
"BS0-7592"	3777192	["EG11962-MONOMER", "CPLX0-7689"]	["TU164"]
"BS124"	42198	["CPLX0-226"]	["TU142"]
"BS0-8599"		["G7619-MONOMER"]	["TU0-13868"]
"BS0-10660"	2473466	["G7518-MONOMER"]	["TU0-13604", "TU0-13603"]
"BS00385"	4368472	["CPLX0-7797"]	["TU00160", "TU0-6021"]
"BS0-7251"	1330950	["CPLX0-7705"]	["TU0-2501"]
"BS0-38"	931075	["PHOSPHO-ARCA"]	["TU00254"]
"BS0-6461"	1636602	["CPLX0-7639"]	["TU0-7681"]
"BS0-8494"	3405123	["PD01520"]	["TU0-42603"]
"BS0-8220"	84246	["CPLX0-7916"]	["TU0-42477"]
"BS342"	2312829	["PD00353"]	["TU00476", "TU00477", "TU00049"]
"BS0-3488"	3777271	["PHOSPHO-ARCA"]	["TU164"]
"BS68"	4287649	["PHOSPHO-NARL"]	["TU00199"]
"BS0-7690"	1078946	["PUTA-MONOMER"]	["TU355"]
"BS0-10868"	1610734	["CPLX0-7639"]	["TU0-36422"]
"BS0-1621"	2791128	["G7072-MONOMER"]	["TU0-45238", "TU0-1921"]
"BS0-6937"	4330284	["CPLX0-226"]	["TU0-3882"]
"BS0-7167"	176533	["G7326-MONOMER"]	["TU0-8480"]
"BS0-7489"	29395	["CPLX0-7705"]	["TU00110"]
"BS0-8821"	1627415	["G7072-MONOMER"]	["TU0-8783"]
"BS0-7652"	2243824	["CPLX0-7796"]	["TU0-13539"]
"BS0-8507"	70204	["MONOMER0-165"]	["TU00003"]
"BS0-7553"	3730987	["CPLX0-7705"]	["TU00374"]
"BS0-2042"	3880212	["CPLX0-7705"]	["TU0-2603", "TU0-45206"]
"BS0-7796"	4016304	["CPLX0-7740"]	["TU00134"]
"BS00228"	2461213	["PD01520"]	["TU00080"]
"BS0-8896"	2489124	["G7072-MONOMER"]	["TU0-13608"]
"BS00710"	3050933	["PD00353"]	["TU00170"]
"BS0-8289"	1688487	["CPLX0-226"]	["TU00104", "TU0-6425", "TU0-42499"]
"BS0-1001"	180622	["CPLX0-7748"]	["TU584"]
"BS00788"	3708770	["CPLX0-7705"]	["TU00519"]
"BS0-8154"	657104	["CPLX0-7787"]	["TU0-14576"]
"BS00302"	2323274	["PHOSPHO-ATOC"]	["TU00114"]
"BS0-8998"	121846	["MONOMER0-4276"]	["TU0-45222", "TU00522"]
"BS0-8141"		["CPLX0-7669"]	["TU0-6552"]
"BS0-1683"	4240247	["PHOSPHO-PHOB"]	["TU0-2021"]
"BS0-7961"	77034	["PC00061"]	["TU0-12806", "TU0-45190"]
"BS0-4661"	3737408	["MONOMER0-158"]	["TU00137"]
"BS0-8857"	1979640	["G7072-MONOMER"]	["TU0-8535"]
"BS842"	424927	["CPLX0-7705"]	["TU871"]
"BS0-5444"	3278790	["G7630-MONOMER"]	["TU0-6581"]
"BS0-3728"	1157768	["CPLX0-7705"]	["TU0-1141", "TU0-1142"]
"BS0-3808"		["EG11544-MONOMER"]	["TU00181"]
"BS0-4462"	3658282	["EG11544-MONOMER"]	["TU0-5682"]
"BS0-5921"	817028	["CPLX0-7708"]	["TU00300"]
"BS0-8846"	4609408	["G7072-MONOMER"]	["TU0-14217"]
"BS0-3354"	4058162	["CPLX0-226"]	["TU0-5903", "TU00029"]
"BS0-6522"	1719744	["PHOSPHO-PHOP"]	["TU0-7803", "TU0-7802"]
"BS0-7266"	1825738	["CPLX0-7748"]	["TU-8381"]
"BS0-10773"		["MONOMER0-46"]	["TU0-1191"]
"BS0-7848"	890842	["PD00214"]	["TU0-2101", "TU721"]
"BS0-8741"	4270174	["EG11544-MONOMER"]	["TU0-14122"]
"BS0-8797"		["CPLX0-8285"]	["TU00467"]
"BS0-8362"		["CPLX0-7748"]	["TU0-14155"]
"BS00064"	4382458	["CPLX0-7797"]	["TU00023", "TU0-45225"]
"BS142"	754821	["PHOSPHO-ARCA"]	["TU00524"]
"BS0-7448"	1880042	["PHOSPHO-NARP"]	["TU0-13407"]
"BS0-7663"	3088076	["MONOMER-53"]	["TU0-7081"]
"BS0-7245"	1822314	["CPLX0-7705"]	["TU0-45283", "TU00398"]
"BS0-8354"	1880806	["MONOMER0-155"]	["TU0-42526"]
"BS00691"	4466270	["CPLX0-226"]	["TU00213"]
"BS00209"	1386640	["PD00413"]	["TU00068"]
"BS0-2441"	1735262	["PC00027"]	["TU0-1681"]
"BS00333"		["CPLX0-226"]	["TU00135"]
"BS0-7790"	2698508	["CPLX0-7756"]	["TU0-13667"]
"BS00206"	1323120	["CPLX-125"]	["TU0-42510", "TU00067"]
"BS0-7031"	4368544	["PHOSPHO-NARL"]	["TU00160", "TU0-6021"]
"BS00768"	3756693	["CPLX0-7705"]	["TU00138"]
"BS00624"	3192052	["CPLX0-226"]	["TU00279"]
"BS00662"	432164	["CPLX0-226"]	["TU00450"]
"BS0-8683"	3246491	["CPLX0-226"]	["TU0-42612"]
"BS0-7368"	2185872	["G7137-MONOMER"]	["TU0-13514", "TU0-13513"]
"BS0-8266"	1563195	["PROTEIN-NRIP"]	["TU0-3623"]
"BS0-7863"	1572136	["PHOSPHO-RCSB"]	["TU0-45231", "TU369"]
"BS0-8551"	3720007	["CPLX0-7705"]	["TU0-1581"]
"BS0-8305"	1020914	["CPLX0-8597"]	["TU00066"]
"BS0-7781"	2002026	["CPLX0-7756"]	["TU00471", "TU00415"]
"BS0-8201"	3050838	["PD00339"]	["TU00170"]
"BS0-7025"		["CPLX0-7797"]	["TU0-6629"]
"BS0-8310"	794710	["PD00406"]	["TU0-13041"]
"BS0-8006"	848968	["CPLX0-7672"]	["TU0-45200", "TU00176"]
"BS482"	3562426	["PD03576"]	["TU00031"]
"BS00700"	3492460	["CPLX0-7740"]	["TU00466", "TU00465", "TU00464"]
"BS544"	1165920	["CPLX0-7705"]	["TU00158"]
"BS0-8804"		["CPLX0-8597"]	["TU787"]
"BS0-8977"	1509244	["G6749-MONOMER"]	["TU0-45145"]
"BS0-4061"	1323112	["CPLX-125"]	["TU0-42510", "TU00067"]
"BS0-7002"	1103396	["CPLX0-7748"]	["TU00392", "TU0-45257"]
"BS00327"	3847302	["CPLX0-226"]	["TU00130"]
"BS0-8738"	1842248	["CPLX0-7669"]	["TU0-1201"]
"BS0-7946"	3337004	["EG12008-MONOMER"]	["TU0-13888"]
"BS43"	1488185	["PHOSPHO-ARCA"]	["TU102"]
"BS00761"	2023711	["PC00084"]	["TU00486"]
"BS0-4361"	2832328	["EG12108-MONOMER"]	["TU0-4441", "TU0-14258"]
"BS00030"	406336	["CPLX-125"]	["TU00011"]
"BS00641"	3600904	["CPLX0-7740"]	["TU00084", "TU00083", "TU00427"]
"BS0-4503"	70213	["CPLX-172"]	["TU00214", "TU00003"]
"BS0-3807"		["EG11544-MONOMER"]	["TU0-1521"]
"BS00554"	4097545	["CPLX-124"]	["TU00219"]
"BS0-8035"		["PD00353"]	["TU00467"]
"BS0-7670"	3656918	["EG12243-MONOMER"]	["TU0-45242", "TU00282"]
"BS00217"	2982273	["CPLX-172"]	["TU0-42571", "TU00076"]
"BS0-7926"		["CPLX0-7852"]	["TU0-14134"]
"BS00234"	85544	["PD00353"]	["TU0-6882", "TU00081"]
"BS0-10848"		["PD00260"]	["TU0-198705"]
"BS0-6881"	1547272	["PHOSPHO-NARP"]	["TU00157"]
"BS0-7157"	4133700	["CPLX0-7797"]	["TU00034"]
"BS00470"	1901936	["PD00266"]	["TU00196"]
"BS0-3781"	3667670	["CPLX0-7852"]	["TU0-45268", "TU586"]
"BS0-1261"	103518	["PHOSPHO-RCSB"]	["TU0-1422"]
"BS57"	2850796	["CPLX0-7797"]	["TU00424", "TU0-8345"]
"BS0-8927"	311576	["G7072-MONOMER"]	["TU0-8631"]
"BS522"	1388866	["PHOSPHO-ARCA"]	["TU544"]
"BS0-2549"	787627	["CPLX0-7639"]	["TU0-45252", "TU0-3382"]
"BS0-7950"	1934789	["G7003-MONOMER"]	["TU00227"]
"BS0-7797"	2231736	["CPLX0-7740"]	["TU841"]
"BS00576"	954530	["PHOSPHO-NARL"]	["TU00377", "TU00379"]
"BS00741"	3592452	["CPLX0-226"]	["TU0-5982"]
"BS0-6682"	3731090	["CPLX0-7705"]	["TU00374"]
"BS00560"	1934806	["PD03585"]	["TU00227"]
"BS0-7827"	1988605	["CPLX0-7639"]	["TU0-13449"]
"BS0-7630"	3927116	["CPLX0-7733"]	["TU0-14263", "TU00113", "TU00112", "TU0-14262"]
"BS0-8633"	1453790	["CPLX0-8563"]	["TU5"]
"BS0-7987"		["EG11449-MONOMER"]	["TU00182", "TU0-45182"]
"BS0-1902"	1190516	["PHOSPHO-PHOP"]	["TU00319", "TU66"]
"BS0-8412"	2913825	["CPLX0-7425"]	["TU521"]
"BS0-2222"		["CPLX0-226"]	["TU00051", "TU0-45266"]
"BS0-2504"	1832166	["CPLX0-228"]	["TU0-1003"]
"BS0-8407"	3860202	["CPLX0-7916"]	["TU0-8596"]
"BS0-8392"	4503636	["CPLX0-8593"]	["TU0-14183"]
"BS0-1661"	3410183	["CPLX0-226"]	["TU00021"]
"BS0-8048"	2013060	["PD01379"]	["TU0-8340", "TU-8408", "TU-8411"]
"BS0-1063"	1157760	["PD01896"]	["TU0-1141"]
"BS0-1141"	2062053	["G7072-MONOMER"]	["TU65"]
"BS00372"	2850559	["MONOMER0-183"]	["TU00153"]
"BS0-7355"	3777298	["PHOSPHO-ARCA"]	["TU164"]
"BS0-8479"	914950	["CPLX0-228"]	["TU0-13076"]
"BS0-4943"	1488053	["PHOSPHO-ARCA"]	["TU102"]
"BS0-6844"	1995536	["PC00010"]	["TU0-6686"]
"BS0-7431"	2976576	["MONOMER-52"]	["TU0-881"]
"BS-7108"	3493690	["CPLX0-226"]	["TU00046"]
"BS00656"	2430828	["CPLX-123"]	["TU00444"]
"BS-7097"	1619040	["CPLX0-226"]	["TU00190"]
"BS0-8963"	3154852	["EG12386-MONOMER"]	["TU0-8657"]
"BS0-8170"		["G6569-MONOMER"]	["TU0-8685"]
"BS0-10743"	557981	["EG11103-MONOMER"]	["TU0-198696"]
"BS00195"	4097671	["MONOMER-47"]	["TU00063", "TU0-45202"]
"BS00487"	1262226	["CPLX-123"]	["TU00203"]
"BS0-2862"	1556554	["PHOSPHO-RCSB"]	["TU0-1761"]
"BS00510"	4114556	["PD00406"]	["TU00188"]
"BS827"	2255097	["PC00027"]	["TU861"]
"BS0-7444"	903820	["PC00005"]	["TU00240"]
"BS0-2661"	2428039	["CPLX0-8566"]	["TU0-3581"]
"BS0-7253"	1330999	["CPLX0-7705"]	["TU0-2501"]
"BS00729"	4100735	["PC00027"]	["TU00064"]
"BS0-7889"	1335730	["PD04418"]	["TU794"]
"BS0-8238"		["EG11356-MONOMER"]	["TU0-14429", "TU0-45201"]
"BS0-8434"	3485908	["PC00061"]	["TU00119"]
"BS0-8113"	1103908	["PC00061"]	["TU00392", "TU0-45257"]
"BS0-8245"		["G6165-MONOMER"]	["TU0-1521"]
"BS0-7826"	1988599	["CPLX0-7639"]	["TU0-13449"]
"BS0-7923"	1103387	["CPLX0-7748"]	["TU00392", "TU0-45257"]
"BS0-2570"	223351	["CPLX0-7705"]	["TU0-45269", "TU0-1189"]
"BS0-7506"	2716640	["CPLX0-7705"]	["TU0-1143"]
"BS0-8543"	3719763	["CPLX0-7705"]	["TU0-1581"]
"BS0-6501"	3348393	["PHOSPHO-PHOP"]	["TU0-7781"]
"BS0-8961"	3225810	["EG12386-MONOMER"]	["TU0-13851"]
"BS00388"	2263590	["PC00061"]	["TU00161"]
"BS111"	1279718	["PHOSPHO-NARL"]	["TU00044"]
"BS0-2061"	2071340	["PD00214"]	["TU0-2701"]
"BS0-7192"		["CPLX0-7797"]	["TU482"]
"BS0-5523"	4539922	["CPLX0-8593"]	["TU00410", "TU0-42544", "TU0-6843"]
"BS00021"	3384670	["CPLX0-228"]	["TU00007"]
"BS0-5482"	3373632	["CPLX0-8593"]	["TU0-1601", "TU0-42543"]
"BS0-7170"	1791298	["G7326-MONOMER"]	["TU0-8482"]
"BS0-10443"	3499846	["CPLX0-8576"]	["TU0-8346"]
"BS0-7615"	485714	["CPLX0-7418"]	["TU00233"]
"BS0-4941"	1488191	["PHOSPHO-ARCA"]	["TU102"]
"BS0-8521"		["G6664-MONOMER"]	["TU0-41739"]
"BS0-1802"		["MONOMER0-155"]	["TU0-2342"]
"BS0-1066"	2716616	["CPLX0-7797"]	["TU0-1143"]
"BS0-8057"	3840094	["PD01379"]	["TU0-8817"]
"BS00322"	1986280	["CPLX0-226"]	["TU00098", "TU0-45183"]
"BS0-2428"	2312964	["PD00406"]	["TU0-2644", "TU0-45164"]
"BS0-7030"	4368508	["PHOSPHO-NARL"]	["TU00160", "TU0-6021"]
"BS0-7538"	1031963	["CPLX0-7705"]	["TU00288", "TU0-45171"]
"BS0-8465"	2804736	["PC00027"]	["TU702"]
"BS0-10746"	4542930	["CPLX0-7705"]	["TU182"]
"BS00105"	366425	["PD00763"]	["TU00036"]
"BS-7070"	1966270	["CPLX0-3930"]	["TU-8405"]
"BS805"	2850653	["CPLX0-6"]	["TU00153"]
"BS476"	461248	["CPLX0-226"]	["TU489"]
"BS0-5483"	3373622	["CPLX0-8593"]	["TU0-1601", "TU0-42543"]
"BS0-8746"	1582788	["EG12243-MONOMER"]	["TU0-41795"]
"BS0-7811"	313326	["CPLX0-226"]	["TU0-14769"]
"BS0-7988"		["EG11966-MONOMER"]	["TU0-45268", "TU586"]
"BS0-7711"	1624284	["CPLX0-7797"]	["TU0-8706"]
"BS0-8431"	708166	["CPLX0-226"]	["TU0-13021"]
"BS0-7813"	4097637	["CPLX-124"]	["TU00063", "TU0-45202"]
"BS0-7515"	1638799	["CPLX0-7705"]	["TU0-6981"]
"BS00762"		["PD00288"]	["TU00486"]
"BS0-7385"	2344780	["CPLX0-8061"]	["TU00047"]
"BS0-8047"	2013076	["PD01379"]	["TU0-8340", "TU-8408", "TU-8411"]
"BS0-8621"	3931330	["CPLX0-7797"]	["TU0-14031"]
"BS0-7398"	4350622	["CPLX0-226"]	["TU0-14431"]
"BS00219"	2982302	["CPLX0-226"]	["TU0-42571", "TU00076"]
"BS-7090"	451690	["CPLX0-226"]	["TU00101"]
"BS0-7522"	3667725	["CPLX0-7705"]	["TU0-45268", "TU586"]
"BS0-8182"	652135	["CPLX0-7721"]	["TU0-14751"]
"BS0-7860"	4158439	["PD00214"]	["TU0-8485", "TU0-45266", "TU00051"]
"BS0-7803"	3600922	["CPLX0-7740"]	["TU00084", "TU00427"]
"BS270"	3730870	["MONOMER0-165"]	["TU67"]
"BS0-7599"	1298570	["PD00353"]	["TU00198", "TU0-45181"]
"BS0-8747"	1655614	["EG12243-MONOMER"]	["TU0-13335"]
"BS0-7475"	624861	["CPLX0-7639"]	["TU00166"]
"BS00692"	4466199	["CPLX0-226"]	["TU00213"]
"BS0-8163"	2868265	["G7571-MONOMER"]	["TU00442"]
"BS0-7904"	4605773	["CPLX0-7639"]	["TU0-7701"]
"BS0-2263"	3039784	["PD00406"]	["TU0-3202"]
"BS744"	3613588	["CPLX0-7797"]	["TU00308"]
"BS0-961"	180774	["CPLX0-7748"]	["TU584"]
"BS0-1149"	3927016	["G7072-MONOMER"]	["EG10091", "TU0-14263", "TU00113", "TU0-14262"]
"BS0-7027"		["CPLX0-7797"]	["TU00170"]
"BS0-7459"	175086	["EG11088-MONOMER"]	["TU0-7806"]
"BS0-5702"	3088194	["PD03028"]	["TU0-7081"]
"BS0-6925"	1277778	["PHOSPHO-NARL"]	["TU00045"]
"BS583"	3742673	["EG12278-MONOMER"]	["TU368", "TU592"]
"BS84"	3933260	["CPLX0-226"]	["TU00206"]
"BS0-8145"	2587514	["PHOSPHO-BAER"]	["TU0-14793"]
"BS0-1181"	711582	["PD00406"]	["TU0-1282"]
"BS0-2003"	3410271	["CPLX0-7705"]	["TU00021"]
"BS118"	121984	["CPLX0-7797"]	["TU0-45222", "TU00522"]
"BS0-7798"	432160	["CPLX0-7740"]	["TU00450"]
"BS751"	4201819	["PHOSPHO-HYDG"]	["TU782", "TU783"]
"BS0-8380"		["PHOSPHO-ARCA"]	["TU0-4901"]
"BS0-8903"	3066873	["G7072-MONOMER"]	["TU0-13798"]
"BS0-8559"	1313948	["CPLX0-226"]	["TU0-8813"]
"BS0-8280"	4335644	["PHOSPHO-BASR"]	["TU0-14345"]
"BS0-7004"	485667	["PHOSPHO-PHOP"]	["TU00233"]
"BS0-8118"	2911375	["CPLX0-1242"]	["TU523", "TU522"]
"BS0-5448"	3281836	["G7630-MONOMER"]	["TU0-6583"]
"BS263"	1934710	["PC00061"]	["TU00227"]
"BS0-8236"		["EG11356-MONOMER"]	["TU0-45231", "TU369"]
"BS0-10766"		["MONOMER0-46"]	["TU0-3364"]
"BS0-8308"	1215728	["CPLX0-8597"]	["TU0-42501"]
"BS0-10801"		["CPLX0-10428"]	["TU00233"]
"BS328"	739446	["PC00010"]	["TU365"]
"BS0-2402"	1330886	["CPLX0-7705"]	["TU0-2501"]
"BS0-8988"	4368507	["CPLX0-7721"]	["TU00160", "TU0-6021"]
"BS00494"	2137688	["PC00084"]	["TU00207"]
"BS0-5283"	4390488	["CPLX0-7748"]	["TU0-3424"]
"BS00748"	4617208	["CPLX0-7740"]	["TU00018"]
"BS0-1203"		["CPLX0-2781"]	["TU0-1342"]
"BS0-5469"	366410	["PD00288"]	["TU00036"]
"BS0-7454"	4432050	["PHOSPHO-NARP"]	["TU-8441"]
"BS0-8782"	813128	["PC00010"]	["TU0-7044"]
"BS0-8916"	3674092	["G7072-MONOMER"]	["TU0-13967"]
"BS0-8156"	657188	["CPLX0-226"]	["TU0-13001"]
"BS0-7393"	1279531	["PHOSPHO-RSTA"]	["TU00044"]
"BS0-8033"	2248642	["CPLX0-7669"]	["TU0-6404"]
"BS00479"	17414	["MONOMER0-46"]	["TU00200"]
"BS00600"	2799026	["MONOMER0-155", "PD00353"]	["TU0-8745", "TU00393"]
"BS0-7765"	2685816	["CPLX0-7756"]	["TU681"]
"BS265"	3772166	["PC00061"]	["TU00193"]
"BS0-8579"	3234507	["CPLX0-8230"]	["TU0-13854"]
"BS0-8473"	1227506	["CPLX0-7680"]	["TU0-8688"]
"BS0-8270"	4554392	["EG20249-MONOMER"]	["TU0-5041"]
"BS0-7469"	1074128	["PD01352"]	["TU0-3645", "TU0-14540"]
"BS0-2902"	3086562	["CPLX0-7796"]	["TU0-45188", "TU0-1783"]
"BS0-7287"	997697	["PC00027"]	["TU0-6629"]
"BS0-4601"	4097600	["CPLX0-226"]	["TU00063", "TU0-45202"]
"BS-7057"	2003762	["CPLX0-3930"]	["TU00274"]
"BS0-10797"	1614792	["CPLX0-10428"]	["TU0-198700"]
"BS00680"	4117118	["PD03576"]	["TU00173"]
"BS0-8406"	3172388	["CPLX0-7916"]	["TU0-8758"]
"BS0-8239"		["EG11356-MONOMER"]	["TU00392", "TU0-45257"]
"BS00075"	792036	["PD03028"]	["TU0-42583", "TU00025", "TU0-45177", "TU0-42580", "TU0-42578", "TU0-42581", "TU0-42584", "TU0-42582", "TU00026", "TU0-45176", "TU0-45178", "TU0-45179"]
"BS00688"	3911622	["PHOSPHO-PHOB"]	["TU00202", "TU0-14692", "TU0-45214", "TU0-14693", "TU0-45216", "TU0-45215"]
"BS0-7045"	1074123	["PHOSPHO-ARCA"]	["TU0-3645"]
"BS0-6934"		["PD04132"]	["TU00105"]
"BS0-1202"	4097618	["CPLX0-226"]	["TU00063", "TU0-45202"]
"BS0-8865"	399502	["G7072-MONOMER"]	["TU0-8551"]
"BS0-7521"	3667754	["CPLX0-7705"]	["TU0-45268", "TU586"]
"BS0-2102"	2553212	["PC00027"]	["TU0-2742"]
"BS0-4163"	3546532	["PD03585"]	["TU00229", "TU0-4928", "TU0-4927"]
"BS0-3344"	1293201	["CPLX0-7705"]	["TU00139"]
"BS00563"	3577714	["CPLX0-226"]	["TU0-42512", "TU00228"]
"BS0-8009"	1572192	["EG12243-MONOMER"]	["TU0-45231", "TU369"]
"BS0-2203"	137020	["CPLX0-7708"]	["TU0-3124"]
"BS0-7550"	4611224	["CPLX0-7705"]	["TU0-45234", "TU0-1981"]
"BS0-7175"	3374539	["PC00027"]	["TU0-8761"]
"BS0-7932"	3231562	["CPLX0-226"]	["TU0-13853"]
"BS0-8389"	1440886	["PD00406"]	["TU0-42540", "TU0-8699"]
"BS322"	576902	["CPLX0-226"]	["TU356"]
"BS0-10803"		["CPLX0-10428"]	["TU0-13211"]
"BS00377"	451846	["CPLX0-7797"]	["TU00101"]
"BS0-8334"	3883922	["MONOMER0-160"]	["TU593"]
"BS0-3081"	2313012	["PC00027"]	["TU00477", "TU00049", "TU0-2644", "TU0-45164"]
"BS0-8724"		["PD00288"]	["TU00392", "TU0-45257"]
"BS0-5471"	792083	["PD00288"]	["TU0-42583", "TU00025", "TU0-45177", "TU0-42578", "TU0-42581", "TU0-45176", "TU0-45178", "TU0-45179"]
"BS0-7240"	3410145	["CPLX0-7705"]	["TU00021"]
"BS0-7177"	2976260	["PHOSPHO-OMPR"]	["TU0-8763"]
"BS0-8000"		["PD00288"]	["TU0-8808"]
"BS0-2748"	4287489	["CPLX0-7705"]	["TU0-3723", "TU0-45241"]
"BS0-8374"	4424930	["CPLX0-226"]	["TU00346"]
"BS0-981"	4042342	["CPLX0-7748"]	["TU0-1061"]
"BS0-7505"	2716682	["CPLX0-7705"]	["TU0-1143"]
"BS00493"	3933330	["PD03867"]	["TU00206"]
"BS0-7544"	3373602	["CPLX0-7705"]	["TU0-1601", "TU0-42543"]
"BS0-5661"		["PHOSPHO-ARCA"]	["TU00369"]
"BS0-3542"	4518289	["CPLX0-7639"]	["TU00460"]
"BS0-7392"	987184	["PHOSPHO-RSTA"]	["TU00050", "TU0-45229"]
"BS0-8617"	2924623	["PC00027"]	["TU0-4761"]
"BS0-3487"	3128180	["PHOSPHO-ARCA"]	["G7546", "TU0-1962"]
"BS0-3441"	4349132	["CPLX0-7721"]	["TU0-4562"]
"BS0-2201"	3653974	["PD00365"]	["TU00096"]
"BS0-7255"	4175290	["CPLX0-7705"]	["TU00504"]
"BS0-5262"	4166341	["PD00288"]	["TU0-1182", "TU0-45275"]
"BS0-3731"	1157647	["CPLX0-7705"]	["TU0-1141", "TU0-1142"]
"BS0-2569"	223394	["CPLX0-7705"]	["TU0-45269", "TU0-1189"]
"BS584"	3884010	["CPLX0-7669"]	["TU00259"]
"BS-7109"	990452	["CPLX0-226"]	["TU00195"]
"BS0-7180"	4274042	["PHOSPHO-ARCA"]	["TU00065", "TU0-6564", "TU00069", "TU0-6563"]
"BS0-7396"	3219170	["CPLX0-226"]	["TU0-1546"]
"BS0-2004"	3151436	["CPLX0-7639"]	["TU0-2562"]
"BS0-4223"	2832361	["PHOSPHO-NARP"]	["TU0-4441"]
"BS0-8364"	4630648	["CPLX0-7748"]	["TU0-14226"]
"BS0-19"	2023664	["PC00084"]	["TU00486"]
"BS00295"	754814	["PHOSPHO-ARCA"]	["TU00106"]
"BS0-2749"	4287544	["PC00027"]	["TU0-3723", "TU0-45241", "TU00199"]
"BS0-7893"	42246	["CPLX0-8062"]	["TU142", "TU00247"]
"BS0-1002"	3492382	["CPLX0-7748"]	["TU00463"]
"BS0-7487"	622220	["CPLX0-7639"]	["TU0-6042", "TU00165"]
"BS0-7460"	1230414	["CPLX0-8563"]	["TU581"]
"BS0-5484"	3373614	["CPLX0-8593"]	["TU0-1601", "TU0-42543"]
"BS0-3428"	41988	["PHOSPHO-ARCA"]	["TU00247"]
"BS825"	2255262	["CPLX0-7797"]	["TU861"]
"BS0-8232"	1346880	["EG11356-MONOMER"]	["TU0-4021"]
